hsa	gge
hsa0000009336	gge0000117819
hsa0000009336	gge0000117820
hsa0000009369	gge0000177585
hsa0000009394	gge0000056972
hsa0000009395	gge0000056972
hsa0000009665	gge0000021973
hsa0000009666	gge0000018608
hsa0000009672	gge0000201021
hsa0000009718	gge0000188729
hsa0000009798	gge0000053403
hsa0000009811	gge0000053414
hsa0000009827	gge0000056438
hsa0000009884	gge0000177998
hsa0000009927	gge0000181811
hsa0000009966	gge0000181703
hsa0000009972	gge0000181708
hsa0000010071	gge0000182741
hsa0000010076	gge0000120521
hsa0000010083	gge0000120528
hsa0000010149	gge0000182712
hsa0000010178	gge0000115503
hsa0000010179	gge0000115504
hsa0000010222	gge0000116043
hsa0000010298	gge0000186875
hsa0000010300	gge0000186878
hsa0000010333	gge0000199750
hsa0000010333	gge0000199657
hsa0000010341	gge0000199663
hsa0000010341	gge0000199757
hsa0000010345	gge0000199667
hsa0000010345	gge0000199761
hsa0000010346	gge0000199668
hsa0000010495	gge0000189251
hsa0000010751	gge0000174872
hsa0000010752	gge0000174873
hsa0000010755	gge0000174875
hsa0000010756	gge0000174876
hsa0000010929	gge0000119522
hsa0000010930	gge0000119523
hsa0000010947	gge0000200689
hsa0000011014	gge0000038537
hsa0000011119	gge0000012087
hsa0000011124	gge0000012092
hsa0000011219	gge0000118391
hsa0000011220	gge0000118391
hsa0000011249	gge0000118408
hsa0000011407	gge0000119880
hsa0000011409	gge0000119884
hsa0000011425	gge0000051869
hsa0000011567	gge0000175815
hsa0000011646	gge0000188700
hsa0000011845	gge0000115107
hsa0000011860	gge0000115120
hsa0000011979	gge0000181309
hsa0000012005	gge0000175651
hsa0000012007	gge0000175653
hsa0000012008	gge0000175654
hsa0000012037	gge0000200338
hsa0000012049	gge0000181288
hsa0000012053	gge0000181291
hsa0000012091	gge0000114413
hsa0000012106	gge0000117801
hsa0000012110	gge0000117802
hsa0000012172	gge0000181115
hsa0000012192	gge0000181129
hsa0000012396	gge0000188791
hsa0000012422	gge0000052492
hsa0000012526	gge0000199255
hsa0000012531	gge0000201129
hsa0000012532	gge0000201130
hsa0000012641	gge0000199444
hsa0000012897	gge0000120402
hsa0000012902	gge0000120408
hsa0000012985	gge0000115140
hsa0000013059	gge0000177602
hsa0000013060	gge0000177602
hsa0000013079	gge0000177617
hsa0000013081	gge0000177619
hsa0000013085	gge0000177623
hsa0000013096	gge0000177632
hsa0000013097	gge0000177633
hsa0000013101	gge0000058727
hsa0000013103	gge0000058729
hsa0000013165	gge0000180633
hsa0000013189	gge0000180664
hsa0000013293	gge0000052918
hsa0000013310	gge0000052928
hsa0000013312	gge0000052931
hsa0000013322	gge0000181690
hsa0000013328	gge0000181694
hsa0000013375	gge0000116381
hsa0000013479	gge0000115676
hsa0000013489	gge0000115685
hsa0000013511	gge0000120356
hsa0000013542	gge0000120221
hsa0000013546	gge0000120224
hsa0000013549	gge0000120227
hsa0000013594	gge0000116458
hsa0000013763	gge0000119339
hsa0000013782	gge0000119356
hsa0000013803	gge0000121332
hsa0000013862	gge0000175705
hsa0000013886	gge0000117979
hsa0000013888	gge0000117983
hsa0000013937	gge0000200159
hsa0000013939	gge0000200162
hsa0000013973	gge0000182443
hsa0000014117	gge0000018749
hsa0000014123	gge0000011907
hsa0000014134	gge0000011917
hsa0000014141	gge0000011924
hsa0000014163	gge0000018621
hsa0000014203	gge0000117635
hsa0000014206	gge0000117637
hsa0000014211	gge0000117641
hsa0000014216	gge0000117646
hsa0000014217	gge0000117647
hsa0000014219	gge0000117649
hsa0000014221	gge0000117650
hsa0000014225	gge0000117655
hsa0000014226	gge0000117656
hsa0000014234	gge0000117657
hsa0000014294	gge0000182602
hsa0000014295	gge0000182603
hsa0000014305	gge0000182613
hsa0000014366	gge0000187953
hsa0000014438	gge0000189524
hsa0000014448	gge0000189577
hsa0000014538	gge0000056554
hsa0000014555	gge0000056522
hsa0000014670	gge0000058657
hsa0000014693	gge0000183021
hsa0000014783	gge0000183097
hsa0000014823	gge0000119015
hsa0000014909	gge0000118620
hsa0000015040	gge0000187522
hsa0000015044	gge0000187524
hsa0000015045	gge0000187525
hsa0000015047	gge0000187527
hsa0000015056	gge0000187531
hsa0000015071	gge0000176232
hsa0000015104	gge0000187129
hsa0000015122	gge0000187292
hsa0000015186	gge0000177078
hsa0000015189	gge0000177081
hsa0000015194	gge0000177086
hsa0000015195	gge0000177087
hsa0000015196	gge0000177088
hsa0000015197	gge0000177089
hsa0000015218	gge0000177108
hsa0000015230	gge0000177117
hsa0000015263	gge0000177147
hsa0000015322	gge0000187320
hsa0000015324	gge0000187323
hsa0000015392	gge0000176212
hsa0000015399	gge0000176215
hsa0000015417	gge0000177422
hsa0000015462	gge0000177161
hsa0000015473	gge0000177170
hsa0000015501	gge0000115342
hsa0000015510	gge0000115347
hsa0000015520	gge0000115356
hsa0000015523	gge0000115358
hsa0000015528	gge0000115363
hsa0000015588	gge0000176678
hsa0000015639	gge0000121604
hsa0000015710	gge0000189387
hsa0000015712	gge0000189389
hsa0000015713	gge0000189390
hsa0000015720	gge0000189397
hsa0000015836	gge0000118576
hsa0000015837	gge0000118576
hsa0000015937	gge0000119759
hsa0000016030	gge0000182594
hsa0000016032	gge0000182595
hsa0000016062	gge0000118417
hsa0000016073	gge0000119234
hsa0000016099	gge0000053618
hsa0000016100	gge0000053619
hsa0000016471	gge0000189089
hsa0000016813	gge0000175906
hsa0000016918	gge0000181026
hsa0000016923	gge0000183192
hsa0000016950	gge0000183133
hsa0000017004	gge0000119714
hsa0000017005	gge0000119715
hsa0000017076	gge0000199323
hsa0000017082	gge0000199329
hsa0000017086	gge0000199332
hsa0000017089	gge0000199335
hsa0000017098	gge0000199344
hsa0000017249	gge0000116082
hsa0000017255	gge0000116087
hsa0000017293	gge0000115178
hsa0000017300	gge0000115185
hsa0000017301	gge0000115186
hsa0000017330	gge0000056419
hsa0000017338	gge0000056423
hsa0000017342	gge0000056426
hsa0000017497	gge0000174971
hsa0000017503	gge0000174976
hsa0000017516	gge0000174987
hsa0000017664	gge0000182799
hsa0000017760	gge0000189997
hsa0000017811	gge0000187374
hsa0000017984	gge0000053782
hsa0000017986	gge0000053783
hsa0000018015	gge0000121466
hsa0000018421	gge0000056705
hsa0000018421	gge0000056706
hsa0000018436	gge0000198871
hsa0000018439	gge0000198873
hsa0000018895	gge0000052703
hsa0000018898	gge0000052703
hsa0000018898	gge0000052704
hsa0000018919	gge0000175235
hsa0000018939	gge0000175252
hsa0000019022	gge0000175232
hsa0000019404	gge0000187065
hsa0000019639	gge0000060109
hsa0000019641	gge0000060110
hsa0000019643	gge0000060111
hsa0000019645	gge0000060112
hsa0000019646	gge0000060114
hsa0000019657	gge0000181380
hsa0000019677	gge0000181351
hsa0000019683	gge0000181357
hsa0000019687	gge0000181360
hsa0000019695	gge0000181368
hsa0000019696	gge0000181371
hsa0000019720	gge0000114768
hsa0000019721	gge0000114768
hsa0000019723	gge0000114769
hsa0000019724	gge0000114770
hsa0000019725	gge0000114771
hsa0000019726	gge0000114772
hsa0000019727	gge0000114773
hsa0000019750	gge0000182362
hsa0000019903	gge0000053955
hsa0000019906	gge0000053957
hsa0000019907	gge0000053957
hsa0000019926	gge0000120482
hsa0000019932	gge0000120485
hsa0000019938	gge0000120487
hsa0000019940	gge0000120488
hsa0000019948	gge0000120495
hsa0000019950	gge0000120495
hsa0000019953	gge0000120500
hsa0000019953	gge0000120499
hsa0000020058	gge0000186939
hsa0000020062	gge0000186942
hsa0000020066	gge0000186945
hsa0000020120	gge0000200808
hsa0000020164	gge0000198785
hsa0000020294	gge0000177953
hsa0000020295	gge0000177953
hsa0000020296	gge0000177953
hsa0000020332	gge0000118007
hsa0000020333	gge0000118008
hsa0000020335	gge0000118010
hsa0000020336	gge0000118010
hsa0000020341	gge0000118016
hsa0000020344	gge0000118019
hsa0000020351	gge0000118026
hsa0000020351	gge0000118025
hsa0000020355	gge0000118028
hsa0000020404	gge0000200096
hsa0000020409	gge0000200101
hsa0000020456	gge0000189232
hsa0000020460	gge0000189236
hsa0000020465	gge0000059912
hsa0000020601	gge0000118348
hsa0000020744	gge0000175327
hsa0000020745	gge0000175327
hsa0000020795	gge0000052584
hsa0000020812	gge0000052591
hsa0000020813	gge0000052591
hsa0000020821	gge0000052594
hsa0000020823	gge0000052595
hsa0000020826	gge0000174851
hsa0000020827	gge0000174851
hsa0000020829	gge0000174852
hsa0000020835	gge0000174858
hsa0000020836	gge0000174859
hsa0000020838	gge0000174860
hsa0000020878	gge0000056768
hsa0000020884	gge0000056770
hsa0000020886	gge0000056771
hsa0000020889	gge0000056773
hsa0000020891	gge0000056774
hsa0000020894	gge0000056776
hsa0000020898	gge0000056779
hsa0000020906	gge0000188089
hsa0000020928	gge0000189919
hsa0000021020	gge0000115062
hsa0000021039	gge0000053428
hsa0000021056	gge0000053440
hsa0000021089	gge0000114882
hsa0000021090	gge0000114882
hsa0000021093	gge0000114884
hsa0000021123	gge0000198746
hsa0000021127	gge0000198750
hsa0000021127	gge0000198751
hsa0000021130	gge0000198755
hsa0000021138	gge0000181858
hsa0000021144	gge0000181864
hsa0000021205	gge0000189534
hsa0000021211	gge0000189540
hsa0000021233	gge0000177205
hsa0000021234	gge0000177205
hsa0000021235	gge0000177206
hsa0000021240	gge0000177211
hsa0000021253	gge0000177223
hsa0000021254	gge0000177223
hsa0000021272	gge0000181820
hsa0000021289	gge0000178172
hsa0000021352	gge0000120434
hsa0000021361	gge0000120446
hsa0000021408	gge0000118941
hsa0000021410	gge0000118943
hsa0000021437	gge0000118966
hsa0000021439	gge0000118967
hsa0000021528	gge0000175641
hsa0000021587	gge0000176390
hsa0000021596	gge0000176395
hsa0000021599	gge0000176398
hsa0000021602	gge0000176399
hsa0000021602	gge0000176400
hsa0000021618	gge0000176436
hsa0000021618	gge0000176437
hsa0000021619	gge0000176436
hsa0000021619	gge0000176437
hsa0000021649	gge0000176353
hsa0000021659	gge0000176328
hsa0000021684	gge0000120029
hsa0000021686	gge0000120031
hsa0000021686	gge0000120030
hsa0000021688	gge0000120034
hsa0000021690	gge0000120036
hsa0000021692	gge0000120037
hsa0000021875	gge0000120870
hsa0000021925	gge0000117843
hsa0000021937	gge0000117850
hsa0000021938	gge0000117851
hsa0000021939	gge0000117852
hsa0000021942	gge0000117855
hsa0000021943	gge0000117856
hsa0000021989	gge0000177036
hsa0000021994	gge0000177040
hsa0000022035	gge0000176326
hsa0000022073	gge0000114454
hsa0000022077	gge0000114458
hsa0000022086	gge0000114467
hsa0000022094	gge0000114474
hsa0000022099	gge0000114479
hsa0000022103	gge0000114483
hsa0000022104	gge0000114484
hsa0000022108	gge0000114488
hsa0000022112	gge0000114491
hsa0000022158	gge0000199275
hsa0000022174	gge0000199289
hsa0000022185	gge0000199299
hsa0000022186	gge0000199300
hsa0000022202	gge0000186832
hsa0000022218	gge0000186847
hsa0000022228	gge0000186858
hsa0000022340	gge0000052277
hsa0000022528	gge0000176458
hsa0000022641	gge0000176207
hsa0000022642	gge0000176208
hsa0000022819	gge0000120959
hsa0000022840	gge0000121660
hsa0000022850	gge0000118224
hsa0000022850	gge0000118225
hsa0000022976	gge0000187454
hsa0000022993	gge0000187470
hsa0000022994	gge0000187471
hsa0000023033	gge0000200374
hsa0000023034	gge0000200374
hsa0000023073	gge0000116652
hsa0000023117	gge0000188189
hsa0000023167	gge0000056858
hsa0000023238	gge0000182980
hsa0000023271	gge0000188996
hsa0000023284	gge0000189009
hsa0000023286	gge0000189011
hsa0000023289	gge0000189014
hsa0000023349	gge0000189843
hsa0000023394	gge0000181089
hsa0000023394	gge0000181090
hsa0000023395	gge0000181092
hsa0000023396	gge0000181094
hsa0000023407	gge0000181102
hsa0000023423	gge0000182126
hsa0000023424	gge0000182127
hsa0000023726	gge0000180868
hsa0000023735	gge0000180872
hsa0000023736	gge0000180872
hsa0000023751	gge0000180882
hsa0000023753	gge0000180883
hsa0000023759	gge0000180886
hsa0000023773	gge0000180892
hsa0000023774	gge0000180893
hsa0000023842	gge0000177765
hsa0000023843	gge0000177765
hsa0000023845	gge0000177766
hsa0000023895	gge0000182037
hsa0000023905	gge0000182033
hsa0000024012	gge0000115238
hsa0000024054	gge0000114927
hsa0000024124	gge0000177005
hsa0000024127	gge0000177009
hsa0000024170	gge0000115907
hsa0000024178	gge0000115913
hsa0000024190	gge0000187628
hsa0000024198	gge0000187637
hsa0000024199	gge0000187638
hsa0000024245	gge0000189348
hsa0000024250	gge0000189353
hsa0000024251	gge0000189354
hsa0000024252	gge0000189355
hsa0000024300	gge0000054856
hsa0000024305	gge0000054857
hsa0000024317	gge0000188619
hsa0000024330	gge0000188631
hsa0000024340	gge0000188639
hsa0000024342	gge0000188641
hsa0000024343	gge0000188642
hsa0000024349	gge0000188647
hsa0000024350	gge0000188648
hsa0000024498	gge0000114557
hsa0000024499	gge0000114558
hsa0000024507	gge0000053200
hsa0000024516	gge0000053209
hsa0000024521	gge0000053213
hsa0000024544	gge0000053235
hsa0000024550	gge0000053241
hsa0000024553	gge0000053244
hsa0000024565	gge0000053255
hsa0000024607	gge0000053293
hsa0000024659	gge0000178040
hsa0000024665	gge0000178046
hsa0000024861	gge0000115482
hsa0000024874	gge0000117310
hsa0000024916	gge0000189462
hsa0000024974	gge0000187348
hsa0000024975	gge0000187349
hsa0000024994	gge0000188438
hsa0000024994	gge0000188437
hsa0000025232	gge0000199240
hsa0000025265	gge0000189146
hsa0000025318	gge0000061527
hsa0000025320	gge0000061529
hsa0000025321	gge0000061530
hsa0000025348	gge0000120043
hsa0000025352	gge0000119978
hsa0000025356	gge0000119983
hsa0000025384	gge0000024883
hsa0000025395	gge0000007974
hsa0000025412	gge0000115444
hsa0000025526	gge0000120079
hsa0000025624	gge0000200454
hsa0000025816	gge0000115797
hsa0000025837	gge0000182779
hsa0000025876	gge0000181217
hsa0000025891	gge0000174922
hsa0000025893	gge0000174924
hsa0000025895	gge0000174926
hsa0000025924	gge0000176877
hsa0000026017	gge0000117249
hsa0000026053	gge0000199392
hsa0000026056	gge0000199395
hsa0000026201	gge0000118496
hsa0000026266	gge0000199074
hsa0000026293	gge0000180673
hsa0000026364	gge0000115719
hsa0000026373	gge0000115693
hsa0000026392	gge0000115708
hsa0000026423	gge0000026869
hsa0000026540	gge0000119205
hsa0000026549	gge0000188045
hsa0000026578	gge0000188067
hsa0000026581	gge0000188070
hsa0000026667	gge0000180921
hsa0000026813	gge0000180525
hsa0000026942	gge0000181167
hsa0000026948	gge0000181173
hsa0000026955	gge0000181177
hsa0000026958	gge0000181179
hsa0000027062	gge0000178141
hsa0000027107	gge0000118602
hsa0000027276	gge0000117231
hsa0000027287	gge0000117242
hsa0000027443	gge0000114696
hsa0000027541	gge0000046571
hsa0000027631	gge0000047395
hsa0000027635	gge0000047403
hsa0000027641	gge0000047409
hsa0000027710	gge0000054717
hsa0000027785	gge0000046234
hsa0000027843	gge0000054161
hsa0000027848	gge0000054164
hsa0000027851	gge0000054166
hsa0000027854	gge0000054168
hsa0000027919	gge0000051746
hsa0000028016	gge0000059125
hsa0000028029	gge0000059136
hsa0000028051	gge0000061131
hsa0000028081	gge0000057832
hsa0000028138	gge0000051568
hsa0000028206	gge0000056900
hsa0000028222	gge0000057223
hsa0000028223	gge0000057224
hsa0000028225	gge0000057226
hsa0000028243	gge0000060514
hsa0000028260	gge0000060531
hsa0000028262	gge0000060533
hsa0000028264	gge0000060535
hsa0000028275	gge0000060546
hsa0000028294	gge0000060563
hsa0000028304	gge0000060572
hsa0000028309	gge0000060577
hsa0000028313	gge0000060581
hsa0000028317	gge0000060585
hsa0000028321	gge0000060588
hsa0000028323	gge0000060590
hsa0000028346	gge0000082130
hsa0000028476	gge0000194666
hsa0000028498	gge0000081655
hsa0000028498	gge0000174654
hsa0000028501	gge0000081656
hsa0000028503	gge0000174657
hsa0000028503	gge0000081659
hsa0000028505	gge0000081662
hsa0000028509	gge0000057628
hsa0000028510	gge0000057628
hsa0000028511	gge0000057628
hsa0000028514	gge0000057628
hsa0000028527	gge0000057629
hsa0000028528	gge0000057629
hsa0000028582	gge0000195076
hsa0000028620	gge0000195489
hsa0000028621	gge0000195489
hsa0000028624	gge0000061334
hsa0000028625	gge0000061335
hsa0000028626	gge0000061335
hsa0000028637	gge0000020605
hsa0000028680	gge0000024330
hsa0000028688	gge0000024337
hsa0000028868	gge0000058101
hsa0000028868	gge0000058102
hsa0000028903	gge0000057612
hsa0000028903	gge0000057565
hsa0000028921	gge0000058418
hsa0000029008	gge0000053978
hsa0000029038	gge0000059847
hsa0000029055	gge0000059864
hsa0000029181	gge0000019778
hsa0000029221	gge0000021538
hsa0000029228	gge0000021544
hsa0000029229	gge0000021545
hsa0000029240	gge0000021554
hsa0000029257	gge0000102549
hsa0000029257	gge0000102548
hsa0000029267	gge0000102557
hsa0000029285	gge0000102572
hsa0000029318	gge0000100472
hsa0000029325	gge0000100479
hsa0000029333	gge0000100487
hsa0000029334	gge0000100488
hsa0000029339	gge0000100492
hsa0000029346	gge0000100499
hsa0000029365	gge0000100518
hsa0000029370	gge0000100523
hsa0000029373	gge0000100526
hsa0000029379	gge0000100532
hsa0000029388	gge0000100540
hsa0000029397	gge0000100549
hsa0000029494	gge0000101133
hsa0000029567	gge0000104659
hsa0000029574	gge0000104665
hsa0000029601	gge0000103666
hsa0000029602	gge0000103667
hsa0000029608	gge0000103671
hsa0000029609	gge0000103672
hsa0000029612	gge0000106944
hsa0000029639	gge0000107294
hsa0000029640	gge0000107295
hsa0000029701	gge0000107132
hsa0000029727	gge0000100150
hsa0000029733	gge0000100156
hsa0000029735	gge0000100158
hsa0000029740	gge0000100163
hsa0000029785	gge0000107147
hsa0000029787	gge0000107149
hsa0000029799	gge0000101222
hsa0000029800	gge0000101222
hsa0000029867	gge0000107115
hsa0000029868	gge0000107115
hsa0000029869	gge0000107116
hsa0000029870	gge0000107116
hsa0000029871	gge0000107117
hsa0000029938	gge0000105037
hsa0000030003	gge0000100064
hsa0000030010	gge0000100071
hsa0000030032	gge0000104268
hsa0000030066	gge0000104943
hsa0000030075	gge0000104950
hsa0000030076	gge0000104950
hsa0000030109	gge0000100815
hsa0000030253	gge0000099935
hsa0000030376	gge0000100303
hsa0000030377	gge0000100304
hsa0000030381	gge0000100307
hsa0000030384	gge0000100310
hsa0000030397	gge0000100322
hsa0000030398	gge0000100322
hsa0000030400	gge0000100325
hsa0000030411	gge0000103679
hsa0000030411	gge0000103680
hsa0000030412	gge0000103681
hsa0000030414	gge0000103683
hsa0000030415	gge0000103685
hsa0000030423	gge0000099842
hsa0000030440	gge0000103650
hsa0000030447	gge0000103657
hsa0000030451	gge0000103661
hsa0000030454	gge0000103665
hsa0000030471	gge0000105601
hsa0000030488	gge0000105613
hsa0000030489	gge0000105614
hsa0000030490	gge0000105615
hsa0000030493	gge0000105618
hsa0000030538	gge0000100020
hsa0000030583	gge0000105195
hsa0000030595	gge0000105799
hsa0000030599	gge0000105804
hsa0000030601	gge0000105806
hsa0000030630	gge0000058409
hsa0000030632	gge0000058412
hsa0000030633	gge0000058414
hsa0000030994	gge0000101775
hsa0000030995	gge0000101776
hsa0000031164	gge0000126010
hsa0000031164	gge0000126009
hsa0000031178	gge0000051483
hsa0000031181	gge0000051486
hsa0000031265	gge0000051276
hsa0000031291	gge0000104758
hsa0000031295	gge0000104761
hsa0000031642	gge0000074040
hsa0000031698	gge0000126662
hsa0000031894	gge0000124506
hsa0000031899	gge0000060066
hsa0000031906	gge0000060074
hsa0000031928	gge0000060132
hsa0000032053	gge0000075653
hsa0000032060	gge0000126611
hsa0000032066	gge0000126614
hsa0000032078	gge0000126948
