hsa	gge
ENSG00000101542	ENSGALG00010009727
ENSG00000149346	ENSGALG00010018263
ENSG00000160199	ENSGALG00010011340
ENSG00000054611	ENSGALG00010008025
ENSG00000125845	ENSGALG00010018503
ENSG00000102543	ENSGALG00010004002
ENSG00000175354	ENSGALG00010001185
ENSG00000125898	ENSGALG00010013768
ENSG00000173404	ENSGALG00010018279
ENSG00000083520	ENSGALG00010000843
ENSG00000132640	ENSGALG00010018198
ENSG00000160200	ENSGALG00010011839
ENSG00000125851	ENSGALG00010017927
ENSG00000081913	ENSGALG00010011899
ENSG00000184564	ENSGALG00010005934
ENSG00000071991	ENSGALG00010001487
ENSG00000101230	ENSGALG00010018147
ENSG00000100316	ENSGALG00010012610
ENSG00000182968	ENSGALG00010015997
ENSG00000041515	ENSGALG00010013310
ENSG00000101463	ENSGALG00010018855
ENSG00000088930	ENSGALG00010018148
ENSG00000141428	ENSGALG00010008381
ENSG00000160201	ENSGALG00010011880
ENSG00000134504	ENSGALG00010005542
ENSG00000125870	ENSGALG00010019263
ENSG00000185950	ENSGALG00010013322
ENSG00000077984	ENSGALG00010018877
ENSG00000133115	ENSGALG00010002756
ENSG00000141424	ENSGALG00010007699
ENSG00000075218	ENSGALG00010008212
ENSG00000101474	ENSGALG00010018892
ENSG00000088448	ENSGALG00010013110
ENSG00000125864	ENSGALG00010017915
ENSG00000198081	ENSGALG00010001586
ENSG00000185917	ENSGALG00010012925
ENSG00000204442	ENSGALG00010014998
ENSG00000175198	ENSGALG00010005515
ENSG00000100347	ENSGALG00010013278
ENSG00000198795	ENSGALG00010005228
ENSG00000149435	ENSGALG00010026362
ENSG00000154059	ENSGALG00010005181
ENSG00000125868	ENSGALG00010018786
ENSG00000075234	ENSGALG00010023084
ENSG00000075234	ENSGALG00010026220
ENSG00000125834	ENSGALG00010016465
ENSG00000215397	ENSGALG00010013799
ENSG00000141668	ENSGALG00010001268
ENSG00000198646	ENSGALG00010021627
ENSG00000126216	ENSGALG00010013293
ENSG00000100106	ENSGALG00010010865
ENSG00000173638	ENSGALG00010014180
ENSG00000197971	ENSGALG00010007781
ENSG00000182871	ENSGALG00010014162
ENSG00000172296	ENSGALG00010018186
ENSG00000198355	ENSGALG00010008094
ENSG00000089057	ENSGALG00010020392
ENSG00000205593	ENSGALG00010006327
ENSG00000152193	ENSGALG00010000724
ENSG00000122042	ENSGALG00010007070
ENSG00000102539	ENSGALG00010003995
ENSG00000122025	ENSGALG00010004758
ENSG00000100422	ENSGALG00010008010
ENSG00000089123	ENSGALG00010018089
ENSG00000100239	ENSGALG00010006347
ENSG00000134490	ENSGALG00010004244
ENSG00000149639	ENSGALG00010023482
ENSG00000199788	ENSGALG00010008913
ENSG00000212377	ENSGALG00010028718
ENSG00000199282	ENSGALG00010027678
ENSG00000251715	ENSGALG00010014871
ENSG00000253094	ENSGALG00010029126
ENSG00000101445	ENSGALG00010023740
ENSG00000136156	ENSGALG00010003889
ENSG00000183844	ENSGALG00010013758
ENSG00000204977	ENSGALG00010002812
ENSG00000101452	ENSGALG00010023808
ENSG00000283785	ENSGALG00010004678
ENSG00000154734	ENSGALG00010010659
ENSG00000134759	ENSGALG00010007584
ENSG00000189167	ENSGALG00010006752
ENSG00000100362	ENSGALG00010014889
ENSG00000159055	ENSGALG00010010274
ENSG00000124191	ENSGALG00010022169
ENSG00000100321	ENSGALG00010012565
ENSG00000160193	ENSGALG00010011275
ENSG00000133111	ENSGALG00010006342
ENSG00000133107	ENSGALG00010002362
ENSG00000100311	ENSGALG00010012624
ENSG00000042062	ENSGALG00010014400
ENSG00000186732	ENSGALG00010011998
ENSG00000101447	ENSGALG00010023775
ENSG00000101447	ENSGALG00010023750
ENSG00000197496	ENSGALG00010021494
ENSG00000158445	ENSGALG00010024476
ENSG00000130943	ENSGALG00010023075
ENSG00000160194	ENSGALG00010011293
ENSG00000100124	ENSGALG00010010620
ENSG00000149654	ENSGALG00010016083
ENSG00000154727	ENSGALG00010010887
ENSG00000124151	ENSGALG00010023925
ENSG00000159212	ENSGALG00010012894
ENSG00000274391	ENSGALG00010002591
ENSG00000100300	ENSGALG00010011930
ENSG00000080618	ENSGALG00010003750
ENSG00000150637	ENSGALG00010001162
ENSG00000138944	ENSGALG00010013343
ENSG00000136167	ENSGALG00010003795
ENSG00000183579	ENSGALG00010023946
ENSG00000197563	ENSGALG00010012075
ENSG00000277248	ENSGALG00010001391
ENSG00000209482	ENSGALG00010015878
ENSG00000159082	ENSGALG00010010534
ENSG00000215475	ENSGALG00010003718
ENSG00000124089	ENSGALG00010016481
ENSG00000102452	ENSGALG00010005219
ENSG00000100220	ENSGALG00010015544
ENSG00000124126	ENSGALG00010023974
ENSG00000128245	ENSGALG00010026643
ENSG00000128203	ENSGALG00010023510
ENSG00000100104	ENSGALG00010023578
ENSG00000100109	ENSGALG00010023585
ENSG00000185272	ENSGALG00010007724
ENSG00000155304	ENSGALG00010007751
ENSG00000054803	ENSGALG00010015112
ENSG00000183527	ENSGALG00010013375
ENSG00000054793	ENSGALG00010015362
ENSG00000134897	ENSGALG00010006059
ENSG00000100122	ENSGALG00010023660
ENSG00000196431	ENSGALG00010023618
ENSG00000183087	ENSGALG00010014399
ENSG00000133466	ENSGALG00010014648
ENSG00000125970	ENSGALG00010024769
ENSG00000185658	ENSGALG00010014738
ENSG00000278195	ENSGALG00010014599
ENSG00000187045	ENSGALG00010014778
ENSG00000136159	ENSGALG00010003861
ENSG00000136146	ENSGALG00010003870
ENSG00000183943	ENSGALG00010001466
ENSG00000102683	ENSGALG00010006220
ENSG00000089101	ENSGALG00010018264
ENSG00000139746	ENSGALG00010000720
ENSG00000185291	ENSGALG00010018404
ENSG00000182162	ENSGALG00010001786
ENSG00000102780	ENSGALG00010003254
ENSG00000100014	ENSGALG00010026492
ENSG00000169084	ENSGALG00010002360
ENSG00000146950	ENSGALG00010002194
ENSG00000101194	ENSGALG00010021754
ENSG00000011201	ENSGALG00010001468
ENSG00000101182	ENSGALG00010022808
ENSG00000128271	ENSGALG00010026448
ENSG00000169093	ENSGALG00010001807
ENSG00000136143	ENSGALG00010003858
ENSG00000130701	ENSGALG00010022609
ENSG00000100024	ENSGALG00010026443
ENSG00000101439	ENSGALG00010018815
ENSG00000177138	ENSGALG00010011457
ENSG00000100028	ENSGALG00010026388
ENSG00000101193	ENSGALG00010024129
ENSG00000004961	ENSGALG00010020975
ENSG00000124225	ENSGALG00010014942
ENSG00000146938	ENSGALG00010001477
ENSG00000183036	ENSGALG00010013549
ENSG00000169508	ENSGALG00010005742
ENSG00000171587	ENSGALG00010013589
ENSG00000199477	ENSGALG00010004674
ENSG00000139826	ENSGALG00010014965
ENSG00000100031	ENSGALG00010026362
ENSG00000139684	ENSGALG00010003848
ENSG00000125977	ENSGALG00010024754
ENSG00000075643	ENSGALG00010008542
ENSG00000183304	ENSGALG00010011457
ENSG00000102468	ENSGALG00010004769
ENSG00000101955	ENSGALG00010002840
ENSG00000083544	ENSGALG00010002381
ENSG00000182240	ENSGALG00010013650
ENSG00000166342	ENSGALG00010001254
ENSG00000203883	ENSGALG00010022524
ENSG00000154930	ENSGALG00010018899
ENSG00000133104	ENSGALG00010006381
ENSG00000126010	ENSGALG00010001488
ENSG00000177324	ENSGALG00010002370
ENSG00000177324	ENSGALG00010015516
ENSG00000133313	ENSGALG00010001233
ENSG00000147027	ENSGALG00010002335
ENSG00000183421	ENSGALG00010010941
ENSG00000185915	ENSGALG00010001890
ENSG00000091482	ENSGALG00010001885
ENSG00000101134	ENSGALG00010015131
ENSG00000149970	ENSGALG00010001918
ENSG00000160181	ENSGALG00010011115
ENSG00000102572	ENSGALG00010005872
ENSG00000158470	ENSGALG00010013192
ENSG00000160183	ENSGALG00010011125
ENSG00000219438	ENSGALG00010008515
ENSG00000101115	ENSGALG00010015318
ENSG00000100030	ENSGALG00010024358
ENSG00000125533	ENSGALG00010024982
ENSG00000179242	ENSGALG00010022776
ENSG00000136161	ENSGALG00010003929
ENSG00000100330	ENSGALG00010000263
ENSG00000150656	ENSGALG00010001231
ENSG00000101079	ENSGALG00010021795
ENSG00000160185	ENSGALG00010011139
ENSG00000178235	ENSGALG00010005949
ENSG00000032742	ENSGALG00010005539
ENSG00000128791	ENSGALG00010001836
ENSG00000125247	ENSGALG00010005236
ENSG00000206052	ENSGALG00010001168
ENSG00000150477	ENSGALG00010011456
ENSG00000171858	ENSGALG00010021346
ENSG00000160188	ENSGALG00010011185
ENSG00000184402	ENSGALG00010022825
ENSG00000133106	ENSGALG00010003331
ENSG00000101096	ENSGALG00010014143
ENSG00000160190	ENSGALG00010011211
ENSG00000133454	ENSGALG00010021212
ENSG00000207797	ENSGALG00010009182
ENSG00000127863	ENSGALG00010006155
ENSG00000078043	ENSGALG00010009774
ENSG00000160191	ENSGALG00010011244
ENSG00000134020	ENSGALG00010019726
ENSG00000139832	ENSGALG00010014355
ENSG00000134905	ENSGALG00010014379
ENSG00000166140	ENSGALG00010022209
ENSG00000168546	ENSGALG00010017638
ENSG00000196074	ENSGALG00010024559
ENSG00000185736	ENSGALG00010004275
ENSG00000167220	ENSGALG00010012845
ENSG00000147041	ENSGALG00010002935
ENSG00000067082	ENSGALG00010005493
ENSG00000185053	ENSGALG00010014042
ENSG00000165629	ENSGALG00010005283
ENSG00000173698	ENSGALG00010002957
ENSG00000134049	ENSGALG00010011367
ENSG00000215474	ENSGALG00010011268
ENSG00000179388	ENSGALG00010019322
ENSG00000104044	ENSGALG00010002896
ENSG00000177426	ENSGALG00010001288
ENSG00000120662	ENSGALG00010003169
ENSG00000221818	ENSGALG00010018726
ENSG00000100359	ENSGALG00010013084
ENSG00000151655	ENSGALG00010005264
ENSG00000172766	ENSGALG00010003183
ENSG00000130702	ENSGALG00010022979
ENSG00000151413	ENSGALG00010005696
ENSG00000104714	ENSGALG00010003691
ENSG00000134146	ENSGALG00010005407
ENSG00000141384	ENSGALG00010005536
ENSG00000129515	ENSGALG00010005890
ENSG00000155975	ENSGALG00010015974
ENSG00000188277	ENSGALG00010023067
ENSG00000166068	ENSGALG00010022708
ENSG00000133422	ENSGALG00010021903
ENSG00000102760	ENSGALG00010003192
ENSG00000102763	ENSGALG00010003246
ENSG00000248905	ENSGALG00010021600
ENSG00000151468	ENSGALG00010005368
ENSG00000159167	ENSGALG00010019097
ENSG00000175065	ENSGALG00010004296
ENSG00000149657	ENSGALG00010022801
ENSG00000151657	ENSGALG00010005269
ENSG00000104228	ENSGALG00010010473
ENSG00000087495	ENSGALG00010024545
ENSG00000120158	ENSGALG00010011222
ENSG00000182256	ENSGALG00010002907
ENSG00000126773	ENSGALG00010016943
ENSG00000176244	ENSGALG00010002661
ENSG00000198042	ENSGALG00010017705
ENSG00000152464	ENSGALG00010002608
ENSG00000134757	ENSGALG00010004296
ENSG00000183628	ENSGALG00010000442
ENSG00000174227	ENSGALG00010012353
ENSG00000125249	ENSGALG00010005237
ENSG00000123243	ENSGALG00010005258
ENSG00000139679	ENSGALG00010003920
ENSG00000147421	ENSGALG00010011028
ENSG00000166450	ENSGALG00010022482
ENSG00000213995	ENSGALG00010014362
ENSG00000126778	ENSGALG00010017933
ENSG00000118271	ENSGALG00010004315
ENSG00000154001	ENSGALG00010017701
ENSG00000183354	ENSGALG00010012952
ENSG00000170558	ENSGALG00010005621
ENSG00000100246	ENSGALG00010012696
ENSG00000121743	ENSGALG00010005675
ENSG00000165474	ENSGALG00010005609
ENSG00000165474	ENSGALG00010007181
ENSG00000051180	ENSGALG00010023147
ENSG00000044459	ENSGALG00010016566
ENSG00000171703	ENSGALG00010023328
ENSG00000260314	ENSGALG00010006203
ENSG00000260314	ENSGALG00010006147
ENSG00000260314	ENSGALG00010006126
ENSG00000260314	ENSGALG00010006241
ENSG00000260314	ENSGALG00010006176
ENSG00000172728	ENSGALG00010013751
ENSG00000121741	ENSGALG00010005755
ENSG00000188133	ENSGALG00010005601
ENSG00000156687	ENSGALG00010019540
ENSG00000147874	ENSGALG00010016114
ENSG00000107611	ENSGALG00010004534
ENSG00000109667	ENSGALG00010010094
ENSG00000164985	ENSGALG00010014035
ENSG00000198252	ENSGALG00010020545
ENSG00000166734	ENSGALG00010016350
ENSG00000202093	ENSGALG00010013834
ENSG00000202093	ENSGALG00010012810
ENSG00000202093	ENSGALG00010013849
ENSG00000100324	ENSGALG00010012550
ENSG00000271982	ENSGALG00010012815
ENSG00000271982	ENSGALG00010013843
ENSG00000101670	ENSGALG00010009013
ENSG00000130700	ENSGALG00010022343
ENSG00000126790	ENSGALG00010017050
ENSG00000080839	ENSGALG00010024438
ENSG00000107614	ENSGALG00010004323
ENSG00000128268	ENSGALG00010012517
ENSG00000179008	ENSGALG00010016775
ENSG00000109606	ENSGALG00010009943
ENSG00000100335	ENSGALG00010012426
ENSG00000150456	ENSGALG00010005514
ENSG00000141627	ENSGALG00010010922
ENSG00000150457	ENSGALG00010005466
ENSG00000185634	ENSGALG00010020132
ENSG00000151849	ENSGALG00010005324
ENSG00000184302	ENSGALG00010019860
ENSG00000197562	ENSGALG00010018823
ENSG00000100625	ENSGALG00010017918
ENSG00000187051	ENSGALG00010012378
ENSG00000130706	ENSGALG00010022954
ENSG00000100614	ENSGALG00010016903
ENSG00000092964	ENSGALG00010018309
ENSG00000196628	ENSGALG00010011360
ENSG00000109625	ENSGALG00010017003
ENSG00000137074	ENSGALG00010008141
ENSG00000148481	ENSGALG00010004588
ENSG00000131831	ENSGALG00010002365
ENSG00000167930	ENSGALG00010016939
ENSG00000100612	ENSGALG00010016937
ENSG00000025293	ENSGALG00010021881
ENSG00000047230	ENSGALG00010001691
ENSG00000152953	ENSGALG00010011187
ENSG00000180730	ENSGALG00010005970
ENSG00000131100	ENSGALG00010012315
ENSG00000165309	ENSGALG00010004231
ENSG00000171877	ENSGALG00010016374
ENSG00000073910	ENSGALG00010006835
ENSG00000147454	ENSGALG00010020244
ENSG00000100731	ENSGALG00010021293
ENSG00000163132	ENSGALG00010011141
ENSG00000142178	ENSGALG00010011896
ENSG00000170891	ENSGALG00010011205
ENSG00000177669	ENSGALG00010002477
ENSG00000147459	ENSGALG00010018915
ENSG00000155275	ENSGALG00010016423
ENSG00000102218	ENSGALG00010002728
ENSG00000160207	ENSGALG00010011917
ENSG00000243156	ENSGALG00010012509
ENSG00000012174	ENSGALG00010003275
ENSG00000199017	ENSGALG00010025408
ENSG00000284508	ENSGALG00010025388
ENSG00000284508	ENSGALG00010018245
ENSG00000124232	ENSGALG00010021729
ENSG00000169676	ENSGALG00010010116
ENSG00000182798	ENSGALG00010000406
ENSG00000169744	ENSGALG00010011096
ENSG00000102098	ENSGALG00010002345
ENSG00000137770	ENSGALG00010016317
ENSG00000150867	ENSGALG00010004265
ENSG00000124145	ENSGALG00010021717
ENSG00000204070	ENSGALG00010021699
ENSG00000160224	ENSGALG00010025490
ENSG00000104660	ENSGALG00010003717
ENSG00000183690	ENSGALG00010011468
ENSG00000179600	ENSGALG00010017716
ENSG00000083642	ENSGALG00010006657
ENSG00000147119	ENSGALG00010002954
ENSG00000120907	ENSGALG00010018356
ENSG00000124251	ENSGALG00010024979
ENSG00000020426	ENSGALG00010017895
ENSG00000141959	ENSGALG00010024610
ENSG00000171365	ENSGALG00010019227
ENSG00000157456	ENSGALG00010022881
ENSG00000204740	ENSGALG00010006009
ENSG00000215440	ENSGALG00010014710
ENSG00000133878	ENSGALG00010017747
ENSG00000148488	ENSGALG00010004172
ENSG00000167034	ENSGALG00010020201
ENSG00000152990	ENSGALG00010009200
ENSG00000103126	ENSGALG00010016911
ENSG00000150051	ENSGALG00010005497
ENSG00000164989	ENSGALG00010014372
ENSG00000050130	ENSGALG00010017041
ENSG00000134013	ENSGALG00010020025
ENSG00000166200	ENSGALG00010016027
ENSG00000253797	ENSGALG00010014783
ENSG00000102786	ENSGALG00010002925
ENSG00000177689	ENSGALG00010000406
ENSG00000102313	ENSGALG00010000422
ENSG00000169126	ENSGALG00010005299
ENSG00000101158	ENSGALG00010016361
ENSG00000165186	ENSGALG00010003247
ENSG00000168300	ENSGALG00010004102
ENSG00000169895	ENSGALG00010001678
ENSG00000102043	ENSGALG00010013369
ENSG00000167972	ENSGALG00010018864
ENSG00000104765	ENSGALG00010018342
ENSG00000008086	ENSGALG00010002161
ENSG00000154274	ENSGALG00010014455
ENSG00000160226	ENSGALG00010024630
ENSG00000153714	ENSGALG00010016139
ENSG00000126785	ENSGALG00010017732
ENSG00000086102	ENSGALG00010007479
ENSG00000109680	ENSGALG00010010722
ENSG00000077943	ENSGALG00010003222
ENSG00000164151	ENSGALG00010007118
ENSG00000180008	ENSGALG00010018750
ENSG00000197892	ENSGALG00010011061
ENSG00000140015	ENSGALG00010017743
ENSG00000137834	ENSGALG00010018054
ENSG00000175894	ENSGALG00010025563
ENSG00000100416	ENSGALG00010008230
ENSG00000125245	ENSGALG00010005760
ENSG00000148482	ENSGALG00010006104
ENSG00000132938	ENSGALG00010007162
ENSG00000137776	ENSGALG00010022957
ENSG00000100647	ENSGALG00010021535
ENSG00000102524	ENSGALG00010013172
ENSG00000102524	ENSGALG00010013138
ENSG00000101162	ENSGALG00010016324
ENSG00000184787	ENSGALG00010025553
ENSG00000129521	ENSGALG00010005871
ENSG00000099812	ENSGALG00010027401
ENSG00000137106	ENSGALG00010001179
ENSG00000172671	ENSGALG00010021096
ENSG00000127870	ENSGALG00010005891
ENSG00000116017	ENSGALG00010027475
ENSG00000101166	ENSGALG00010016279
ENSG00000124279	ENSGALG00010000805
ENSG00000239857	ENSGALG00010022259
ENSG00000112699	ENSGALG00010011551
ENSG00000104671	ENSGALG00010008143
ENSG00000183255	ENSGALG00010025508
ENSG00000165389	ENSGALG00010005900
ENSG00000125965	ENSGALG00010021385
ENSG00000132932	ENSGALG00010005935
ENSG00000064932	ENSGALG00010028001
ENSG00000131634	ENSGALG00010017423
ENSG00000175985	ENSGALG00010021543
ENSG00000125975	ENSGALG00010028913
ENSG00000125975	ENSGALG00010029541
ENSG00000059145	ENSGALG00010020533
ENSG00000078295	ENSGALG00010000808
ENSG00000145147	ENSGALG00010010383
ENSG00000221914	ENSGALG00010018438
ENSG00000186866	ENSGALG00010010689
ENSG00000119681	ENSGALG00010004325
ENSG00000164880	ENSGALG00010019625
ENSG00000095777	ENSGALG00010005447
ENSG00000244462	ENSGALG00010024095
ENSG00000196092	ENSGALG00010001212
ENSG00000112685	ENSGALG00010011509
ENSG00000197296	ENSGALG00010023342
ENSG00000124120	ENSGALG00010024323
ENSG00000165169	ENSGALG00010002978
ENSG00000138593	ENSGALG00010020140
ENSG00000075240	ENSGALG00010008745
ENSG00000132824	ENSGALG00010024313
ENSG00000242173	ENSGALG00010016919
ENSG00000151835	ENSGALG00010006202
ENSG00000075275	ENSGALG00010008275
ENSG00000183654	ENSGALG00010000605
ENSG00000157927	ENSGALG00010021155
ENSG00000124802	ENSGALG00010012712
ENSG00000187535	ENSGALG00010017406
ENSG00000069535	ENSGALG00010011533
ENSG00000183186	ENSGALG00010027249
ENSG00000112902	ENSGALG00010000802
ENSG00000205922	ENSGALG00010028441
ENSG00000099864	ENSGALG00010027382
ENSG00000188428	ENSGALG00010010425
ENSG00000197217	ENSGALG00010019355
ENSG00000047621	ENSGALG00010022448
ENSG00000106511	ENSGALG00010004247
ENSG00000177706	ENSGALG00010022117
ENSG00000155659	ENSGALG00010016807
ENSG00000165097	ENSGALG00010007766
ENSG00000165097	ENSGALG00010007761
ENSG00000103657	ENSGALG00010024437
ENSG00000178695	ENSGALG00010000795
ENSG00000178695	ENSGALG00010000796
ENSG00000165898	ENSGALG00010004380
ENSG00000102805	ENSGALG00010000785
ENSG00000101342	ENSGALG00010024418
ENSG00000168267	ENSGALG00010004229
ENSG00000099256	ENSGALG00010005118
ENSG00000164916	ENSGALG00010021144
ENSG00000132823	ENSGALG00010023377
ENSG00000042317	ENSGALG00010017921
ENSG00000125910	ENSGALG00010027127
ENSG00000149596	ENSGALG00010000101
ENSG00000149596	ENSGALG00010023387
ENSG00000149596	ENSGALG00010000093
ENSG00000149596	ENSGALG00010000532
ENSG00000149596	ENSGALG00010000091
ENSG00000164828	ENSGALG00010022237
ENSG00000125912	ENSGALG00010027129
ENSG00000005812	ENSGALG00010000784
ENSG00000145555	ENSGALG00010000595
ENSG00000206998	ENSGALG00010008913
ENSG00000124193	ENSGALG00010024593
ENSG00000151023	ENSGALG00010005065
