hsa	sce
ENSG00000083642	YMR076C
ENSG00000020426	YDR460W
ENSG00000141959	YMR205C
ENSG00000157456	YGR108W
ENSG00000157456	YPR119W
ENSG00000157456	YDL155W
ENSG00000157456	YLR210W
ENSG00000157456	YMR199W
ENSG00000157456	YPL256C
ENSG00000157456	YGR109C
ENSG00000157456	YPR120C
ENSG00000171989	YDL078C
ENSG00000171989	YKL085W
ENSG00000166200	YDL097C
ENSG00000253797	YML093W
ENSG00000102043	YJR110W
ENSG00000086102	YNL023C
ENSG00000100416	YDL033C
ENSG00000184787	YMR022W
ENSG00000137106	YIL074C
ENSG00000137106	YER081W
ENSG00000137106	YGL185C
ENSG00000137106	YPL113C
ENSG00000101166	YLR168C
ENSG00000101166	YDR185C
ENSG00000239857	YOR164C
ENSG00000112699	YGL157W
ENSG00000112699	YOL151W
ENSG00000112699	YGL039W
ENSG00000112699	YDR541C
ENSG00000132932	YIL048W
ENSG00000221914	YGL190C
ENSG00000112685	YDR166C
ENSG00000197296	YGL126W
ENSG00000197296	YDR319C
ENSG00000124120	YNL231C
ENSG00000124120	YNL264C
ENSG00000132824	YDR105C
ENSG00000242173	YDL135C
ENSG00000069535	YMR020W
ENSG00000197217	YER005W
ENSG00000103657	YLR077W
ENSG00000103657	YGL097W
ENSG00000165898	YPR067W
ENSG00000101342	YPL196W
ENSG00000099256	YKL127W
ENSG00000099256	YMR105C
ENSG00000005812	YJR090C
ENSG00000102221	YPR031W
ENSG00000101057	YBR049C
ENSG00000101057	YDR026C
ENSG00000125255	YPR201W
ENSG00000068650	YIL048W
ENSG00000271303	YKL086W
ENSG00000091490	YLR207W
ENSG00000091490	YBL061C
ENSG00000091490	YER096W
ENSG00000125821	YDL219W
ENSG00000130703	YPL145C
ENSG00000130703	YOR237W
ENSG00000154330	YKL127W
ENSG00000154330	YMR105C
ENSG00000100410	YPR094W
ENSG00000135069	YOR184W
ENSG00000100413	YKL144C
ENSG00000136100	YLR417W
ENSG00000008083	YMR176W
ENSG00000106733	YNL129W
ENSG00000100417	YFL045C
ENSG00000072401	YDR059C
ENSG00000137054	YNL248C
ENSG00000166233	YKR017C
ENSG00000196419	YMR284W
ENSG00000149658	YDR374C
ENSG00000165416	YOR057W
ENSG00000165416	YNL121C
ENSG00000165416	YHR117W
ENSG00000078902	YDR273W
ENSG00000078902	YOR042W
ENSG00000137841	YPL268W
ENSG00000183580	YJR090C
ENSG00000186184	YNL113W
ENSG00000218823	YKR002W
ENSG00000160285	YHR072W
ENSG00000174405	YOR005C
ENSG00000174672	YDL214C
ENSG00000174672	YNL183C
ENSG00000174672	YPL026C
ENSG00000174672	YDR247W
ENSG00000174672	YDR507C
ENSG00000174672	YCL024W
ENSG00000174672	YPL141C
ENSG00000174672	YOR233W
ENSG00000174672	YKL198C
ENSG00000174672	YJR059W
ENSG00000174672	YKL168C
ENSG00000174672	YJL165C
ENSG00000174672	YDR122W
ENSG00000174672	YLR096W
ENSG00000242802	YMR165C
ENSG00000139977	YPR051W
ENSG00000147100	YOL119C
ENSG00000147100	YOR306C
ENSG00000105248	YKL095W
ENSG00000100138	YEL026W
ENSG00000100209	YGL018C
ENSG00000147099	YPR068C
ENSG00000058600	YKR025W
ENSG00000135040	YEL053C
ENSG00000074696	YJL097W
ENSG00000229937	YHL011C
ENSG00000229937	YBL068W
ENSG00000229937	YER099C
ENSG00000229937	YOL061W
ENSG00000159267	YDL141W
ENSG00000145241	YKL089W
ENSG00000185722	YKL020C
ENSG00000183597	YGR127W
ENSG00000167139	YMR055C
ENSG00000171885	YLL043W
ENSG00000171885	YFL054C
ENSG00000205678	YDL015C
ENSG00000136891	YHR085W
ENSG00000134440	YHR019C
ENSG00000101367	YER016W
ENSG00000070882	YPL145C
ENSG00000070882	YOR237W
ENSG00000177182	YNL231C
ENSG00000177182	YNL264C
ENSG00000161082	YDL224C
ENSG00000161082	YNL197C
ENSG00000152465	YLR195C
ENSG00000081923	YIL048W
ENSG00000139921	YDR518W
ENSG00000139921	YCL043C
ENSG00000198301	YGR245C
ENSG00000094841	YHR128W
ENSG00000254598	YOR061W
ENSG00000254598	YIL035C
ENSG00000102910	YBL022C
ENSG00000197969	YLL040C
ENSG00000129158	YLR077W
ENSG00000129158	YGL097W
ENSG00000136144	YLR077W
ENSG00000136144	YGL097W
ENSG00000100084	YOR038C
ENSG00000100084	YBL008W
ENSG00000124194	YGR201C
ENSG00000124194	YPL048W
ENSG00000124194	YKL081W
ENSG00000153046	YLR284C
ENSG00000153046	YOR180C
ENSG00000120697	YPL227C
ENSG00000121691	YDR256C
ENSG00000121691	YGR088W
ENSG00000172197	YOR175C
ENSG00000124784	YOR119C
ENSG00000120699	YCR035C
ENSG00000070010	YGR048W
ENSG00000133027	YJR073C
ENSG00000188419	YOR370C
ENSG00000145284	YGL055W
ENSG00000071189	YML104C
ENSG00000102900	YFR002W
ENSG00000060982	YHR208W
ENSG00000060982	YJR148W
ENSG00000156269	YHR013C
ENSG00000142197	YDR141C
ENSG00000128918	YPL061W
ENSG00000128918	YOR374W
ENSG00000128918	YER073W
ENSG00000128918	YMR169C
ENSG00000128918	YMR170C
ENSG00000146122	YNL271C
ENSG00000151773	YJL074C
ENSG00000093009	YLR103C
ENSG00000125877	YJR069C
ENSG00000211455	YNL161W
ENSG00000108578	YNL239W
ENSG00000080823	YHR030C
ENSG00000080823	YKL161C
ENSG00000111713	YLR258W
ENSG00000111713	YFR015C
ENSG00000170950	YCR012W
ENSG00000131055	YNL052W
ENSG00000131055	YIL111W
ENSG00000154822	YPL268W
ENSG00000119318	YEL037C
ENSG00000129151	YHL021C
ENSG00000070950	YCR066W
ENSG00000188917	YKR056W
ENSG00000167186	YOR125C
ENSG00000184702	YCR002C
ENSG00000170925	YDL167C
ENSG00000107789	YAR071W
ENSG00000107789	YDL024C
ENSG00000107789	YHR215W
ENSG00000107789	YBR092C
ENSG00000107789	YBR093C
ENSG00000196475	YHL032C
ENSG00000196730	YML002W
ENSG00000196730	YMR291W
ENSG00000145246	YIL048W
ENSG00000100764	YDL007W
ENSG00000139668	YHL002W
ENSG00000139668	YDR358W
ENSG00000139668	YHR108W
ENSG00000139668	YNR006W
ENSG00000006125	YGR261C
ENSG00000086205	YJR126C
ENSG00000086205	YPL176C
ENSG00000086205	YOR256C
ENSG00000074211	YGL190C
ENSG00000066739	YNL242W
ENSG00000101844	YNL223W
ENSG00000039123	YJL050W
ENSG00000132958	YNL128W
ENSG00000139508	YJL163C
ENSG00000184470	YHR106W
ENSG00000184470	YDR353W
ENSG00000132963	YBR173C
ENSG00000134265	YBL050W
ENSG00000100784	YCR091W
ENSG00000100784	YNR047W
ENSG00000100784	YBR028C
ENSG00000140284	YER015W
ENSG00000140284	YBR041W
ENSG00000140284	YIL009W
ENSG00000140284	YMR246W
ENSG00000140284	YOR317W
ENSG00000105137	YBR260C
ENSG00000134900	YEL060C
ENSG00000134900	YOR003W
ENSG00000253710	YNL048W
ENSG00000147160	YOR245C
ENSG00000158201	YPL095C
ENSG00000158201	YMR210W
ENSG00000158201	YBR177C
ENSG00000101843	YGR232W
ENSG00000183977	YOR090C
ENSG00000119537	YBR265W
ENSG00000165476	YPR028W
ENSG00000146166	YPR035W
ENSG00000105135	YLR044C
ENSG00000105135	YLR134W
ENSG00000105135	YGR087C
ENSG00000105135	YDL080C
ENSG00000148123	YDR284C
ENSG00000164951	YOR090C
ENSG00000065615	YML087C
ENSG00000065615	YML125C
ENSG00000136937	YMR125W
ENSG00000179151	YEL015W
ENSG00000147082	YGR108W
ENSG00000147082	YPR119W
ENSG00000147082	YMR199W
ENSG00000147082	YPL256C
ENSG00000147082	YGR109C
ENSG00000147082	YPR120C
ENSG00000065833	YKL029C
ENSG00000119541	YPR173C
ENSG00000141076	YGL213C
ENSG00000146143	YKL045W
ENSG00000137764	YOR231W
ENSG00000137764	YPL140C
ENSG00000075673	YOR291W
ENSG00000075673	YDR270W
ENSG00000075673	YDR039C
ENSG00000075673	YDR040C
ENSG00000075673	YDR038C
ENSG00000075673	YGL167C
ENSG00000075673	YGL008C
ENSG00000075673	YPL036W
ENSG00000110048	YPL145C
ENSG00000110048	YOR237W
ENSG00000114166	YLR399C
ENSG00000114166	YDL070W
ENSG00000156650	YOR244W
ENSG00000159131	YDR408C
ENSG00000189401	YHL013C
ENSG00000125676	YNL139C
ENSG00000127084	YLR371W
ENSG00000127084	YGR070W
ENSG00000146592	YIL036W
ENSG00000146592	YER045C
ENSG00000146592	YNL167C
ENSG00000104356	YNL221C
ENSG00000093217	YGR194C
ENSG00000101654	YBR236C
ENSG00000167778	YMR171C
ENSG00000170915	YOL002C
ENSG00000170915	YDR492W
ENSG00000103089	YMR272C
ENSG00000171724	YCR102C
ENSG00000171724	YNL134C
ENSG00000171724	YLR460C
ENSG00000171724	YMR083W
ENSG00000171724	YMR303C
ENSG00000171724	YOL086C
ENSG00000171724	YBR145W
ENSG00000171724	YAL061W
ENSG00000171724	YAL060W
ENSG00000171724	YLR070C
ENSG00000171724	YJR159W
ENSG00000171724	YDL246C
ENSG00000171724	YMR318C
ENSG00000171724	YCR105W
ENSG00000171724	YBL069W
ENSG00000171724	YER101C
ENSG00000171724	YBL068W-A
ENSG00000188130	YMR216C
ENSG00000188130	YHR030C
ENSG00000188130	YKL161C
ENSG00000041357	YGR135W
ENSG00000103047	YMR185W
ENSG00000151229	YDR387C
ENSG00000151229	YDR497C
ENSG00000151229	YOL103W
ENSG00000175548	YGR227W
ENSG00000186462	YKR048C
ENSG00000186462	YNL246W
ENSG00000102241	YNL286W
ENSG00000183576	YBR030W
ENSG00000109911	YPL101W
ENSG00000185386	YHR030C
ENSG00000185386	YKL161C
ENSG00000089289	YMR028W
ENSG00000136824	YFR031C
ENSG00000131725	YMR102C
ENSG00000131725	YKL121W
ENSG00000088682	YLR201C
ENSG00000142188	YOL129W
ENSG00000138801	YKL001C
ENSG00000154611	YJL001W
ENSG00000164190	YDR180W
ENSG00000140474	YGL180W
ENSG00000154845	YAL016W
ENSG00000138663	YDL147W
ENSG00000152315	YJL093C
ENSG00000042088	YBR223C
ENSG00000152944	YDR308C
ENSG00000171116	YJR147W
ENSG00000171116	YGL073W
ENSG00000182712	YMR194C-B
ENSG00000157911	YDR265W
ENSG00000108599	YOR301W
ENSG00000166889	YCR077C
ENSG00000154783	YLR371W
ENSG00000154783	YGR070W
ENSG00000157538	YJL053W
ENSG00000118596	YOL119C
ENSG00000118596	YOR306C
ENSG00000242372	YPR016C
ENSG00000130177	YKL022C
ENSG00000142655	YGL153W
ENSG00000156482	YGL030W
ENSG00000149527	YPL268W
ENSG00000132646	YBR088C
ENSG00000164893	YCL025C
ENSG00000164893	YDR508C
ENSG00000164893	YDR046C
ENSG00000164893	YBR068C
ENSG00000164893	YPL274W
ENSG00000164893	YLL061W
ENSG00000164893	YNL270C
ENSG00000164893	YEL063C
ENSG00000100297	YLR274W
ENSG00000101290	YBR029C
ENSG00000138190	YGL233W
ENSG00000078053	YGR136W
ENSG00000078053	YER114C
ENSG00000078053	YBL085W
ENSG00000078053	YDR388W
ENSG00000078053	YPR154W
ENSG00000165496	YLR075W
ENSG00000142583	YJL219W
ENSG00000142583	YHR094C
ENSG00000142583	YFL011W
ENSG00000142583	YNR072W
ENSG00000142583	YDR345C
ENSG00000142583	YDR342C
ENSG00000142583	YOL156W
ENSG00000142583	YJL214W
ENSG00000142583	YDR343C
ENSG00000142583	YDL245C
ENSG00000142583	YLR081W
ENSG00000142583	YJR158W
ENSG00000142583	YHR096C
ENSG00000142583	YEL069C
ENSG00000142583	YHR092C
ENSG00000142583	YMR011W
ENSG00000142583	YDL194W
ENSG00000142583	YDL138W
ENSG00000142583	YJR160C
ENSG00000142583	YBR298C
ENSG00000142583	YGR289C
ENSG00000142583	YDL247W
ENSG00000100292	YLR205C
ENSG00000103111	YGL124C
ENSG00000112796	YCR026C
ENSG00000112796	YEL016C
ENSG00000132541	YER057C
ENSG00000132541	YIL051C
ENSG00000187189	YKR048C
ENSG00000187189	YNL246W
ENSG00000173614	YLR328W
ENSG00000173614	YGR010W
ENSG00000147669	YHR143W-A
ENSG00000138777	YBR011C
ENSG00000182551	YMR009W
ENSG00000102471	YBR290W
ENSG00000126581	YPL120W
ENSG00000166167	YFL009W
ENSG00000166167	YER066W
ENSG00000166167	YKR036C
ENSG00000166167	YJL112W
ENSG00000254772	YGR201C
ENSG00000254772	YPL048W
ENSG00000254772	YKL081W
ENSG00000136942	YDL191W
ENSG00000136942	YDL136W
ENSG00000081014	YBL037W
ENSG00000171865	YMR234W
ENSG00000088387	YLR422W
ENSG00000148950	YMR150C
ENSG00000135070	YLL027W
ENSG00000171863	YOR096W
ENSG00000171863	YNL096C
ENSG00000113384	YDR372C
ENSG00000112874	YGL067W
ENSG00000005194	YKR071C
ENSG00000163029	YLR383W
ENSG00000136950	YIL062C
ENSG00000157916	YCL001W
ENSG00000146733	YGR208W
ENSG00000033178	YHR003C
ENSG00000033178	YKL027W
ENSG00000108848	YDL087C
ENSG00000148834	YGR201C
ENSG00000148834	YPL048W
ENSG00000148834	YKL081W
ENSG00000079950	YOR106W
ENSG00000104043	YIL048W
ENSG00000157881	YDR531W
ENSG00000156467	YDR529C
ENSG00000177613	YGL044C
ENSG00000100142	YPR187W
ENSG00000120694	YPL106C
ENSG00000120694	YBR169C
ENSG00000172940	YML123C
ENSG00000244005	YCL017C
ENSG00000001561	YCR026C
ENSG00000001561	YEL016C
ENSG00000153989	YDL193W
ENSG00000048707	YLL040C
ENSG00000112701	YIL031W
ENSG00000113318	YCR092C
ENSG00000103091	YDR030C
ENSG00000103091	YEL056W
ENSG00000140506	YKR044W
ENSG00000140506	YLR080W
ENSG00000140506	YFL048C
ENSG00000166169	YCR014C
ENSG00000119487	YOL078W
ENSG00000111110	YOR090C
ENSG00000180543	YKR048C
ENSG00000180543	YNL246W
ENSG00000139644	YNL305C
ENSG00000197275	YBR073W
ENSG00000156958	YBR020W
ENSG00000156958	YDR009W
ENSG00000108846	YDR135C
ENSG00000180776	YLR246W
ENSG00000128228	YDL093W
ENSG00000128228	YDL095W
ENSG00000138802	YIL109C
ENSG00000138802	YNL049C
ENSG00000100023	YDR155C
ENSG00000100023	YML078W
ENSG00000183891	YOR057W
ENSG00000183891	YNL121C
ENSG00000183891	YHR117W
ENSG00000084710	YMR212C
ENSG00000152669	YGR108W
ENSG00000152669	YPR119W
ENSG00000152669	YDL155W
ENSG00000152669	YLR210W
ENSG00000152669	YMR199W
ENSG00000152669	YPL256C
ENSG00000152669	YGR109C
ENSG00000152669	YPR120C
ENSG00000182890	YDL215C
ENSG00000100027	YHR009C
ENSG00000148843	YMR229C
ENSG00000256061	YNL121C
ENSG00000256061	YHR117W
ENSG00000138674	YDL195W
ENSG00000126226	YOL072W
ENSG00000126226	YJR084W
ENSG00000155959	YGR078C
ENSG00000137824	YHR085W
ENSG00000133433	YGR201C
ENSG00000133433	YPL048W
ENSG00000133433	YKL081W
ENSG00000185875	YCR053W
ENSG00000129562	YOR103C
ENSG00000155463	YER154W
ENSG00000165304	YPL150W
ENSG00000132837	YHR009C
ENSG00000196636	YDR511W
ENSG00000118961	YPR147C
ENSG00000197921	YFR034C
ENSG00000009844	YGR032W
ENSG00000009844	YLR342W
ENSG00000204138	YNL233W
ENSG00000067113	YDR284C
ENSG00000102978	YIL021W
ENSG00000102383	YLR246W
ENSG00000090020	YDR456W
ENSG00000141198	YHL002W
ENSG00000141198	YDR358W
ENSG00000141198	YHR108W
ENSG00000141198	YNR006W
ENSG00000170967	YER143W
ENSG00000186310	YKR048C
ENSG00000186310	YNL246W
ENSG00000127564	YJL187C
ENSG00000119778	YGR270W
ENSG00000066651	YOL124C
ENSG00000077616	YJR126C
ENSG00000077616	YPL176C
ENSG00000077616	YOR256C
ENSG00000124780	YJL093C
ENSG00000065154	YLR438W
ENSG00000100462	YBR133C
ENSG00000112339	YKR084C
ENSG00000170430	YDL200C
ENSG00000148824	YMR097C
ENSG00000107290	YHR164C
ENSG00000107290	YLR430W
ENSG00000166260	YPL132W
ENSG00000130939	YDL190C
ENSG00000086991	YOR384W
ENSG00000086991	YOL152W
ENSG00000011198	YBR204C
ENSG00000011198	YGR110W
ENSG00000132793	YMR165C
ENSG00000200204	snR19
ENSG00000140993	YDR081C
ENSG00000114480	YEL011W
ENSG00000155324	YHR080C
ENSG00000155324	YDR326C
ENSG00000155324	YFL042C
ENSG00000155324	YLR072W
ENSG00000088538	YLR422W
ENSG00000185739	YKR019C
ENSG00000185739	YJL083W
ENSG00000155962	YGR201C
ENSG00000155962	YPL048W
ENSG00000155962	YKL081W
ENSG00000025156	YJR147W
ENSG00000025156	YGL073W
ENSG00000099995	YJL203W
ENSG00000198862	YMR247C
ENSG00000217930	YJL104W
ENSG00000185973	YHL021C
ENSG00000136856	YJL219W
ENSG00000136856	YHR094C
ENSG00000136856	YFL011W
ENSG00000136856	YNR072W
ENSG00000136856	YDR345C
ENSG00000136856	YDR342C
ENSG00000136856	YOL156W
ENSG00000136856	YJL214W
ENSG00000136856	YDR343C
ENSG00000136856	YDL245C
ENSG00000136856	YLR081W
ENSG00000136856	YJR158W
ENSG00000136856	YHR096C
ENSG00000136856	YEL069C
ENSG00000136856	YHR092C
ENSG00000136856	YMR011W
ENSG00000136856	YDL194W
ENSG00000136856	YDL138W
ENSG00000136856	YJR160C
ENSG00000136856	YBR298C
ENSG00000136856	YGR289C
ENSG00000136856	YDL247W
ENSG00000132432	YDR086C
ENSG00000100003	YKL091C
ENSG00000100003	YMR079W
ENSG00000100804	YJL001W
ENSG00000103415	YLR205C
ENSG00000127980	YKL197C
ENSG00000175063	YOR339C
ENSG00000222028	YJL001W
ENSG00000235194	YOR178C
ENSG00000235194	YLR273C
ENSG00000066084	YOR093C
ENSG00000197958	YDR418W
ENSG00000197958	YEL054C
ENSG00000124207	YGL238W
ENSG00000116954	YGR163W
ENSG00000156261	YJL008C
ENSG00000126903	YPR201W
ENSG00000100012	YKL091C
ENSG00000100012	YMR079W
ENSG00000266967	YNL040W
ENSG00000213983	YPR029C
ENSG00000005302	YPR023C
ENSG00000133488	YKL091C
ENSG00000133488	YMR079W
ENSG00000187024	YHR189W
ENSG00000152520	YKL025C
ENSG00000126067	YER012W
ENSG00000113522	YNL250W
ENSG00000013016	YKR019C
ENSG00000013016	YJL083W
ENSG00000013016	YBL047C
ENSG00000109182	YCR017C
ENSG00000099377	YGL157W
ENSG00000099377	YOL151W
ENSG00000099377	YGL039W
ENSG00000099377	YDR541C
ENSG00000100029	YGR103W
ENSG00000150961	YHR098C
ENSG00000155097	YKL080W
ENSG00000070540	YFR021W
ENSG00000177692	YPR105C
ENSG00000157326	YMR226C
ENSG00000157326	YIR036C
ENSG00000157326	YIR035C
ENSG00000136807	YPR161C
ENSG00000072210	YPL061W
ENSG00000072210	YOR374W
ENSG00000072210	YER073W
ENSG00000072210	YMR169C
ENSG00000072210	YMR170C
ENSG00000188342	YGR005C
ENSG00000133112	YKL056C
ENSG00000113369	YFR022W
ENSG00000113369	YOR018W
ENSG00000113369	YBL101C
ENSG00000113369	YPR030W
ENSG00000113369	YKR021W
ENSG00000113369	YJL084C
ENSG00000107902	YDL236W
