Gene stable ID	UniProtKB/Swiss-Prot ID
YIL035C	P15790
YOR330C	P15801
YBR088C	P15873
YCR088W	P15891
YKR086W	P15938
YCR053W	P16120
YBR127C	P16140
YIL021W	P16370
YER178W	P16387
YJL034W	P16474
YHR166C	P16522
YHR042W	P16603
YOR176W	P16622
YGL017W	P16639
YBR110W	P16661
YMR205C	P16862
YBL016W	P16892
YJR060W	P17106
YDL185W	P17255
YCR075C	P17261
YKL085W	P17505
YNL138W	P17555
YGR019W	P17649
YDR513W	P17695
YPR189W	P17883
YCL043C	P17967
YBR085W	P18238
YBL040C	P18414
YHR128W	P18562
YBR080C	P18759
YOR212W	P18851
YBR003W	P18900
YMR104C	P18961
YHR028C	P18962
YLR229C	P19073
YDL137W	P19146
YDR148C	P19262
YLR304C	P19414
YPL132W	P19516
YOR326W	P19524
YDL030W	P19736
YGR184C	P19812
YDL236W	P19881
YLR259C	P19882
YMR013C	P20048
YNL135C	P20081
YMR243C	P20107
YPR176C	P20133
YPR088C	P20424
YBR154C	P20434
YPR187W	P20435
YOR224C	P20436
YJL033W	P20448
YOR046C	P20449
YKL045W	P20457
YJR007W	P20459
YLR133W	P20485
YBR135W	P20486
YDL047W	P20604
YPL218W	P20606
YLR396C	P20795
YIL125W	P20967
YGL055W	P21147
YOL052C	P21182
YOR362C	P21242
YGL011C	P21243
YLR196W	P21304
YBR237W	P21372
YPL172C	P21592
YDR402C	P21595
YIL066C	P21672
YDR177W	P21734
YLL041C	P21801
YGL097W	P21827
YNL262W	P21951
YDL066W	P21954
YDL090C	P22007
YOR336W	P22023
YOR290C	P22082
YJL180C	P22135
YGL206C	P22137
YPR010C	P22138
YOR210W	P22139
YHR123W	P22140
YER012W	P22141
YGL173C	P22147
YER103W	P22202
YOR332W	P22203
YAR018C	P22209
YDR189W	P22213
YLR268W	P22214
YOR307C	P22215
YPL153C	P22216
YBR097W	P22219
YGL233W	P22224
YOR207C	P22276
YAR007C	P22336
YJL063C	P22353
YGR171C	P22438
YKL210W	P22515
YPL008W	P22516
YLR240W	P22543
YOL004W	P22579
YDR242W	P22580
YJR017C	P22696
YOL058W	P22768
YGR209C	P22803
YIL004C	P22804
YGL156W	P22855
YHL022C	P23179
YHL021C	P23180
YPR074C	P23254
YCR042C	P23255
YLR433C	P23287
YNL154C	P23292
YEL034W	P23301
YFR015C	P23337
YDR243C	P23394
YKR052C	P23500
YKR053C	P23501
YNL240C	P23503
YLR027C	P23542
YDL188C	P23595
YGR116W	P23615
YGR135W	P23638
YML092C	P23639
YMR203W	P23644
YBL041W	P23724
YMR281W	P23797
YBR037C	P23833
YHR026W	P23968
YGR148C	P24000
YEL032W	P24279
YMR079W	P24280
YKL149C	P24309
YER013W	P24384
YPR175W	P24482
YBL105C	P24583
YNL112W	P24783
YPL119C	P24784
YPR119W	P24869
YOL023W	P25038
YLR069C	P25039
YOR157C	P25043
YDL230W	P25044
YMR296C	P25045
YOR201C	P25270
YKR048C	P25293
YNL007C	P25294
YKL190W	P25296
YMR061W	P25298
YCR036W	P25332
YIR029W	P25335
YCR092C	P25336
YCR063W	P25337
YCR002C	P25342
YCR009C	P25343
YCR024C	P25345
YCR003W	P25348
YCR026C	P25353
YCR034W	P25358
YCR011C	P25371
YCL017C	P25374
YCL057W	P25375
YCL025C	P25376
YCR027C	P25378
YCL064C	P25379
YCR072C	P25382
YDL058W	P25386
YGL123W	P25443
YER094C	P25451
YER179W	P25453
YER095W	P25454
YNL064C	P25491
YEL027W	P25515
YCL011C	P25555
YCL016C	P25559
YCL001W	P25560
YCL033C	P25566
YCL039W	P25569
YCL045C	P25574
YCL004W	P25578
YCL054W	P25582
YCL055W	P25583
YCL059C	P25586
YCL008C	P25604
YCR014C	P25615
YCR017C	P25618
YCR044C	P25625
YCR047C	P25627
YCR048W	P25628
YCR051W	P25631
YCR057C	P25635
YCR059C	P25637
YCR090C	P25654
YCR093W	P25655
YCR094W	P25656
YDL126C	P25694
YFL002C	P25808
YOL090W	P25847
YPL131W	P26321
YER170W	P26364
YPL160W	P26637
YNL312W	P26754
YJR123W	P26783
YIL133C	P26784
YOR096W	P26786
YKL113C	P26793
YFR014C	P27466
YNR013C	P27514
YNR012W	P27515
YJL172W	P27614
YAR015W	P27616
YOL096C	P27680
YML010W	P27692
YGL119W	P27697
YIL160C	P27796
YLR148W	P27801
YGR029W	P27882
YGL070C	P27999
YNL113W	P28000
YAL032C	P28004
YAL033W	P28005
YOR136W	P28241
YEL012W	P28263
YKL216W	P28272
YKL215C	P28273
YBL039C	P28274
YKL095W	P28320
YKL094W	P28321
YKL007W	P28495
YKL008C	P28496
YMR152W	P28625
YMR150C	P28627
YKL117W	P28707
YGR028W	P28737
YBL063W	P28742
YKL003C	P28778
YDL205C	P28789
YDR329C	P28795
YDR036C	P28817
YNL037C	P28834
YPR086W	P29055
YGR246C	P29056
YPL204W	P29295
YLL045C	P29453
YKR002W	P29468
YBL023C	P29469
YLR274W	P29496
YHR190W	P29704
YER003C	P29952
YOL103W	P30606
YDR164C	P30619
YPR103W	P30656
YFR050C	P30657
YPR019W	P30665
YMR080C	P30771
YGL143C	P30775
YGL142C	P30777
YGR218W	P30822
YKL016C	P30902
YAL030W	P31109
YFL001W	P31115
YBR114W	P31244
YGR220C	P31334
YAL012W	P31373
YAL015C	P31378
YAL022C	P31381
YAL023C	P31382
YAL016W	P31383
YAL021C	P31384
YKL080W	P31412
YGR037C	P31787
YNL287W	P32074
YHL032C	P32190
YIL155C	P32191
YER023W	P32263
YPR035W	P32288
YEL052W	P32317
YDR385W	P32324
YOR133W	P32324
YKL120W	P32332
YPL082C	P32333
YMR308C	P32337
YLR205C	P32339
YDR047W	P32347
YLL019C	P32350
YMR202W	P32352
YLR056W	P32353
YBL074C	P32357
YHR079C	P32361
YPL175W	P32363
YLR447C	P32366
YKL212W	P32368
YIR027C	P32375
YNR043W	P32377
YNR041C	P32378
YGR253C	P32379
YDL029W	P32381
YPL268W	P32383
YDR405W	P32387
YJL115W	P32447
YDL197C	P32448
YLR314C	P32457
YKL191W	P32461
YNL280C	P32462
YKL192C	P32463
YKL189W	P32464
YLR172C	P32469
YAL003W	P32471
YDR519W	P32472
YBR221C	P32473
YGR175C	P32476
YJL101C	P32477
YOR038C	P32480
YER025W	P32481
YLR113W	P32485
YOR231W	P32490
YDL208W	P32495
YFR052W	P32496
YMR309C	P32497
YDR211W	P32501
YLR291C	P32502
YJR063W	P32529
YGL207W	P32558
YMR023C	P32559
YNL330C	P32561
YMR001C	P32562
YOR270C	P32563
YIL075C	P32565
YMR165C	P32567
YNL202W	P32573
YPL029W	P32580
YJL106W	P32581
YGR155W	P32582
YDR410C	P32584
YNL016W	P32588
YPL106C	P32589
YJL176C	P32591
YIL126W	P32597
YER133W	P32598
YDR129C	P32599
YKL203C	P32600
YBL050W	P32602
YJL155C	P32604
YEL051W	P32610
YEL050C	P32611
YEL042W	P32621
YEL041W	P32622
YEL038W	P32626
YEL037C	P32628
YER172C	P32639
YER174C	P32642
YER163C	P32656
YER164W	P32657
YDL168W	P32771
YOR194C	P32773
YKL058W	P32774
YEL011W	P32775
YDR311W	P32776
YBR236C	P32783
YBL013W	P32785
YHR016C	P32793
YLR397C	P32794
YPR024W	P32795
YML042W	P32796
YGL191W	P32799
YJL210W	P32800
YLR083C	P32802
YGL200C	P32803
YMR284W	P32807
YMR224C	P32829
YBR060C	P32833
YLR293C	P32835
YDL210W	P32837
YDR375C	P32839
YIL068C	P32844
YLR032W	P32849
YOR036W	P32854
YPR055W	P32855
YKL039W	P32857
YKL040C	P32860
YKL035W	P32861
YGL163C	P32863
YOR196C	P32875
YDL174C	P32891
YLL008W	P32892
YNR017W	P32897
YDR430C	P32898
YHR148W	P32899
YKR093W	P32901
YHL004W	P32902
YJR131W	P32906
YFL008W	P32908
YNR003C	P32910
YNL244C	P32911
YGL212W	P32912
YGR063C	P32914
YLR378C	P32915
YDR292C	P32916
YML001W	P32939
YKL009W	P33201
YKL010C	P33202
YKL012W	P33203
YKL013C	P33204
YER100W	P33296
YOR117W	P33297
YDR394W	P33298
YKL145W	P33299
YGL238W	P33307
YNL001W	P33309
YLR188W	P33310
YBR155W	P33313
YBR252W	P33317
YLR175W	P33322
YKL091C	P33324
YOR327C	P33328
YOR184W	P33330
YER009W	P33331
YDL052C	P33333
YHR165C	P33334
YNL243W	P33338
YGR047C	P33339
YGR006W	P33411
YGR007W	P33412
YHL016C	P33413
YKL205W	P33418
YLR441C	P33442
YLL011W	P33750
YBR170C	P33755
YNL329C	P33760
YEL002C	P33767
YGL195W	P33892
YBL080C	P33893
YOL069W	P33895
YFR002W	P34077
YKL143W	P34078
YDR404C	P34087
YJL154C	P34110
YML027W	P34161
YKL140W	P34163
YGL208W	P34164
YBL055C	P34220
YBL056W	P34221
YBL057C	P34222
YBL058W	P34223
YBL064C	P34227
YKL017C	P34243
YKL099C	P34247
YKL110C	P34253
YDR099W	P34730
YFR019W	P34756
YML028W	P34760
YER068W	P34909
YDR244W	P35056
YJR099W	P35127
YBR001C	P35172
YDR304C	P35176
YDR086C	P35179
YGR082W	P35180
YLR170C	P35181
YIR012W	P35184
YFL016C	P35191
YBL004W	P35194
YBR002C	P35196
YDL226C	P35197
YLR168C	P35200
YOR143C	P35202
YLR398C	P35207
YKL056C	P35691
YKL144C	P35718
YKL065C	P35723
YLR399C	P35817
YAR071W	P35842
YOR237W	P35843
YKL134C	P35999
YKL135C	P36000
YKL218C	P36007
YKL081W	P36008
YKL067W	P36010
YKL029C	P36013
YKL196C	P36015
YOR089C	P36017
YKR054C	P36022
YKL213C	P36037
YKL207W	P36039
YKL193C	P36047
YKL165C	P36051
YKL160W	P36053
YKL154W	P36057
YKL151C	P36059
YKL125W	P36070
YKL086W	P36077
YKL047W	P36090
YKL041W	P36095
YKL033W	P36097
YKL025C	P36102
YKL018W	P36104
YKL002W	P36108
YKR017C	P36113
YKR024C	P36120
YKR028W	P36123
YKR030W	P36125
YKR038C	P36132
YKR051W	P36142
YKR062W	P36145
YKR068C	P36149
YKR070W	P36151
YKR071C	P36152
YKR074W	P36154
YKR079C	P36159
YKR081C	P36160
YKR087C	P36163
YGR185C	P36421
YMR024W	P36516
YNL284C	P36520
YDR462W	P36527
YNL252C	P36528
YML009C	P36533
YBL022C	P36775
YMR105C	P37012
YJR040W	P37020
YLR058C	P37291
YLR305C	P37297
YPR025C	P37366
YPL043W	P37838
YHR047C	P37898
YMR120C	P38009
YMR116C	P38011
YLR109W	P38013
YBL084C	P38042
YBL092W	P38061
YBL068W	P38063
YBL037W	P38065
YBR006W	P38067
YBR014C	P38068
YBR026C	P38071
YBR034C	P38074
YBR035C	P38075
YBR039W	P38077
YBR104W	P38087
YBR139W	P38109
YBR136W	P38111
YBR142W	P38112
YBR164C	P38116
YBL035C	P38121
YBR186W	P38126
YBR192W	P38127
YBR198C	P38129
YBR202W	P38132
YBR222C	P38137
YBR229C	P38138
YBR241C	P38142
YBR244W	P38143
YBR274W	P38147
YBR233W	P38151
YBR291C	P38152
YBL104C	P38164
YBL102W	P38166
YBL098W	P38169
YBL097W	P38170
YBL091C	P38174
YBL082C	P38179
YBL079W	P38181
YBL078C	P38182
YBL067C	P38187
YBL049W	P38191
YBL036C	P38197
YBL026W	P38203
YBL024W	P38205
YBL020W	P38206
YBL019W	P38207
YBR004C	P38211
YBR017C	P38217
YBR025C	P38219
YBR029C	P38221
YBR041W	P38225
YBR042C	P38226
YBR046C	P38230
YBR058C	P38237
YBR061C	P38238
YBR070C	P38242
YBR079C	P38249
YBR087W	P38251
YBR103W	P38262
YBR105C	P38263
YBR130C	P38272
YBR133C	P38274
YBR159W	P38286
YBR173C	P38293
YBR183W	P38298
YBR187W	P38301
YBR220C	P38318
YBR223C	P38319
YBR227C	P38323
YBR231C	P38326
YBR234C	P38328
YBR235W	P38329
YBR242W	P38331
YBR247C	P38333
YBR254C	P38334
YBR257W	P38336
YBR260C	P38339
YBR261C	P38340
YBR265W	P38342
YBR296C	P38361
YPR041W	P38431
YOR232W	P38523
YER031C	P38555
YHR072W	P38604
YMR139W	P38615
YJL001W	P38624
YMR217W	P38625
YIL043C	P38626
YEL058W	P38628
YNL290W	P38629
YOR217W	P38630
YNL259C	P38636
YER122C	P38682
YPL243W	P38687
YPL210C	P38688
YHR201C	P38698
YHL015W	P38701
YHR002W	P38702
YHL003C	P38703
YHR011W	P38705
YHR019C	P38707
YHR021C	P38711
YHR065C	P38712
YHR073W	P38713
YHR104W	P38715
YHR169W	P38719
YHR183W	P38720
YHL039W	P38732
YHL031C	P38736
YHL030W	P38737
YHL018W	P38744
YHL013C	P38747
YHL010C	P38748
YHL002W	P38753
YHL001W	P38754
YHR001W	P38755
YHR012W	P38759
YHR027C	P38764
YHR029C	P38765
YHR058C	P38782
YHR062C	P38786
YHR068W	P38791
YHR069C	P38792
YHR070W	P38793
YHR074W	P38795
YHR075C	P38796
YHR076W	P38797
YHR077C	P38798
YHR078W	P38799
YHR081W	P38801
YHR088W	P38805
YHR090C	P38806
YHR099W	P38811
YHR108W	P38817
YHR111W	P38820
YHR113W	P38821
YHR114W	P38822
YHR121W	P38828
YHR122W	P38829
YHR132C	P38836
YHR156C	P38852
YHR163W	P38858
YHR164C	P38859
YHR168W	P38860
YHR170W	P38861
YHR171W	P38862
YHR172W	P38863
YHR175W	P38865
YHR176W	P38866
YHR181W	P38869
YHR186C	P38873
YHR188C	P38875
YHR189W	P38876
YHR193C	P38879
YHR200W	P38886
YHR204W	P38888
YHR207C	P38890
YHR210C	P38893
YOL005C	P38902
YOR014W	P38903
YOR020C	P38910
YMR260C	P38912
YMR167W	P38920
YNL003C	P38921
YOL122C	P38925
YGL006W	P38929
YOR039W	P38930
YGL095C	P38932
YDR080W	P38959
YDR084C	P38962
YDL195W	P38968
YGR061C	P38972
YFR031C	P38989
YPL209C	P38991
YDR270W	P38995
YNL169C	P39006
YGL022W	P39007
YNR052C	P39008
YDR264C	P39010
YLR088W	P39012
YPL042C	P39073
YIL142W	P39076
YJL014W	P39077
YDL143W	P39078
YDR188W	P39079
YNL267W	P39104
YDR142C	P39108
YDR135C	P39109
YGR020C	P39111
YJL143W	P39515
YJL191W	P39516
YDL160C	P39517
YER015W	P39518
YAL026C	P39524
YER061C	P39525
YJL198W	P39535
YJL197W	P39538
YJL196C	P39540
YJL102W	P39677
YAL007C	P39704
YAR003W	P39706
YAR008W	P39707
YAL062W	P39708
YAL049C	P39721
YAL048C	P39722
YAL046C	P39724
YAL044C	P39726
YAL042W	P39727
YAL036C	P39729
YOR206W	P39744
YDR484W	P39904
YEL062W	P39923
YMR183C	P39926
YLR025W	P39929
YER007W	P39937
YER131W	P39939
YER125W	P39940
YER154W	P39952
YER043C	P39954
YER136W	P39958
YER087W	P39965
YER098W	P39967
YEL064C	P39981
YEL056W	P39984
YEL031W	P39986
YEL029C	P39988
YEL026W	P39990
YEL022W	P39993
YEL020C	P39994
YEL004W	P40004
YEL003W	P40005
YER004W	P40008
YER005W	P40009
YER006W	P40010
YER014W	P40012
YER016W	P40013
YER019W	P40015
YER021W	P40016
YER036C	P40024
YER042W	P40029
YER044C	P40030
YER049W	P40032
YER053C	P40035
YER057C	P40037
YER078C	P40051
YER081W	P40054
YER082C	P40055
YER093C	P40061
YER107C	P40066
YER110C	P40069
YER119C	P40074
YER126C	P40078
YER127W	P40079
YER134C	P40081
YER140W	P40085
YER141W	P40086
YER143W	P40087
YER146W	P40089
YER156C	P40093
YER157W	P40094
YER183C	P40099
YGL225W	P40107
YNL218W	P40151
YNL207W	P40160
YNL201C	P40164
YNL200C	P40165
YFL017W-A	P40204
YMR132C	P40206
YMR135C	P40208
YMR142C	P40212
YMR146C	P40217
YMR314W	P40302
YOL038W	P40303
YNL111C	P40312
YIL030C	P40318
YLR372W	P40319
YDL007W	P40327
YJL053W	P40335
YOL094C	P40339
YGR270W	P40340
YMR089C	P40341
YNR007C	P40344
YNR008W	P40345
YPR073C	P40347
YJR068W	P40348
YPL227C	P40350
YOR067C	P40351
YJR035W	P40352
YJL072C	P40359
YJL069C	P40362
YJL068C	P40363
YJL065C	P40366
YJL062W	P40367
YJR064W	P40413
YMR301C	P40416
YHR143W-A	P40422
YIL153W	P40454
YIL144W	P40460
YIL129C	P40468
YIL128W	P40469
YIL113W	P40479
YIL110W	P40481
YIL109C	P40482
YIL106W	P40484
YIL104C	P40486
YIL103W	P40487
YIL097W	P40492
YIL091C	P40498
YIL083C	P40506
YIL074C	P40510
YIL073C	P40511
YIL065C	P40515
YIL064W	P40516
YIL062C	P40518
YIL052C	P40525
YIL049W	P40526
YIL048W	P40527
YIL047C	P40528
YIL044C	P40529
YIL042C	P40530
YIL023C	P40544
YIL008W	P40554
YIL007C	P40555
YIL006W	P40556
YIL003W	P40558
YIL001W	P40560
YIR002C	P40562
YIR005W	P40565
YIR035C	P40579
YJL098W	P40856
YJL097W	P40857
YGL086W	P40957
YJL030W	P40958
YMR004W	P40959
YGR132C	P40961
YMR127C	P40963
YFL003C	P40965
YDR364C	P40968
YDR062W	P40970
YJR036C	P40985
YDR182W	P40986
YOR234C	P41056
YLR388W	P41057
YNL006W	P41318
YPL028W	P41338
YJL002C	P41543
YJL004C	P41544
YGR188C	P41695
YLR459W	P41733
YOR126C	P41734
YOR125C	P41735
YLR075W	P41805
YDR238C	P41810
YGL137W	P41811
YNL062C	P41814
YMR311C	P41818
YPL266W	P41819
YNL271C	P41832
YOR075W	P41834
YGR005C	P41896
YJR019C	P41903
YPL147W	P41909
YDR002W	P41920
YPL091W	P41921
YLR174W	P41939
YDL055C	P41940
YNL142W	P41948
YGR194C	P42826
YNL326C	P42836
YNL325C	P42837
YNL320W	P42840
YNL313C	P42842
YNL308C	P42846
YNL331C	P42884
YGR200C	P42935
YGR207C	P42940
YGR208W	P42941
YJL111W	P42943
YJL109C	P42945
YJL104W	P42949
YJL100W	P42951
YDL104C	P43122
YDL103C	P43123
YLR147C	P43321
YFR009W	P43535
YFL053W	P43550
YFL046W	P43557
YFL044C	P43558
YFL042C	P43560
YFL030W	P43567
YFL017C	P43577
YFL007W	P43583
YFR004W	P43588
YFR005C	P43589
YFR006W	P43590
YFR010W	P43593
YFR018C	P43599
YFR021W	P43601
YFR038W	P43610
YFR044C	P43616
YFR047C	P43619
YFR051C	P43621
YGL065C	P43636
YGL179C	P43637
YGL171W	P45818
YPR129W	P45978
YOR374W	P46367
YLR048W	P46654
YMR092C	P46680
YDL178W	P46681
YGR261C	P46682
YLR289W	P46943
YGR195W	P46948
YJR006W	P46957
YJL125C	P46959
YPL076W	P46961
YOR103C	P46964
YJL121C	P46969
YJR132W	P46970
YMR035W	P46972
YJL179W	P46988
YJL137C	P47011
YJL134W	P47013
YJL126W	P47016
YJL091C	P47026
YJL082W	P47031
YJL074C	P47037
YJL060W	P47039
YJL059W	P47040
YJL050W	P47047
YJL046W	P47051
YJL036W	P47057
YJL035C	P47058
YJL029C	P47061
YJL024C	P47064
YJL011C	P47076
YJL010C	P47077
YJL008C	P47079
YJL003W	P47081
YJR001W	P47082
YJR002W	P47083
YJR008W	P47085
YJR013W	P47088
YJR014W	P47089
YJR022W	P47093
YJR024C	P47095
YJR025C	P47096
YJR044C	P47111
YJR065C	P47117
YJR069C	P47119
YJR070C	P47120
YJR072C	P47122
YJR074W	P47123
YJR078W	P47125
YJR084W	P47130
YJR085C	P47131
YJR088C	P47133
YJR097W	P47138
YJR100C	P47140
YJR102C	P47142
YJR105W	P47143
YJR110W	P47147
YJR116W	P47153
YJR117W	P47154
YJR122W	P47158
YJR126C	P47161
YJR129C	P47163
YJR138W	P47170
YJR141W	P47172
YJR148W	P47176
YNL025C	P47821
YDR308C	P47822
YMR246W	P47912
YDR019C	P48015
YGR145W	P48234
YMR161W	P48353
YDR376W	P48360
YGR187C	P48362
YGR078C	P48363
YOR085W	P48439
YDL141W	P48445
YMR276W	P48510
YOL033W	P48525
YPL040C	P48526
YPL097W	P48527
YNL305C	P48558
YNL297C	P48563
YNL292W	P48567
YOR369C	P48589
YOR265W	P48606
YHR039C-A	P48836
YML110C	P49017
YDR331W	P49018
YGR124W	P49090
YMR189W	P49095
YLR185W	P49166
YLR325C	P49167
YML022W	P49435
YDR012W	P49626
YGL092W	P49687
YGR091W	P49704
YLR351C	P49954
YMR288W	P49955
YMR078C	P49956
YGR227W	P50076
YGR217W	P50077
YGR223C	P50079
YGR231C	P50085
YGR232W	P50086
YGR238C	P50090
YML056C	P50094
YMR304W	P50101
YMR223W	P50102
YMR020W	P50264
YGR055W	P50276
YDL064W	P50623
YNL261W	P50874
YNL106C	P50942
YNL101W	P50944
YNL067W	P51401
YGR267C	P51601
YGL251C	P51979
YML025C	P51998
YDR328C	P52286
YDR390C	P52488
YOR347C	P52489
YDR092W	P52490
YLR306W	P52491
YOR339C	P52492
YLR200W	P52553
YDL116W	P52891
YDR111C	P52892
YLR153C	P52910
YPR173C	P52917
YDR335W	P52918
