ENSG00000198888	ENSBTAG00000043558
ENSG00000172468	ENSBTAG00000076435
ENSG00000172468	ENSBTAG00000070330
ENSG00000172468	ENSBTAG00000070702
ENSG00000172468	ENSBTAG00000071792
ENSG00000172468	ENSBTAG00000076056
ENSG00000172468	ENSBTAG00000078199
ENSG00000172468	ENSBTAG00000077811
ENSG00000182415	ENSBTAG00000016397
ENSG00000205916	ENSBTAG00000000502
ENSG00000129873	ENSBTAG00000016397
ENSG00000184895	ENSBTAG00000071633
ENSG00000154620	ENSBTAG00000079163
ENSG00000187191	ENSBTAG00000000502
ENSG00000188120	ENSBTAG00000000502
ENSG00000092377	ENSBTAG00000073781
ENSG00000092377	ENSBTAG00000018112
ENSG00000205944	ENSBTAG00000000502
ENSG00000099715	ENSBTAG00000001911
ENSG00000172352	ENSBTAG00000016397
ENSG00000172288	ENSBTAG00000016397
ENSG00000233803	ENSBTAG00000078198
ENSG00000233803	ENSBTAG00000077308
ENSG00000233803	ENSBTAG00000074290
ENSG00000233803	ENSBTAG00000077292
ENSG00000233803	ENSBTAG00000071718
ENSG00000229549	ENSBTAG00000078198
ENSG00000229549	ENSBTAG00000077308
ENSG00000229549	ENSBTAG00000074290
ENSG00000229549	ENSBTAG00000077292
ENSG00000229549	ENSBTAG00000071718
ENSG00000228927	ENSBTAG00000078198
ENSG00000228927	ENSBTAG00000077308
ENSG00000228927	ENSBTAG00000074290
ENSG00000228927	ENSBTAG00000077292
ENSG00000228927	ENSBTAG00000071718
ENSG00000258992	ENSBTAG00000078198
ENSG00000258992	ENSBTAG00000077308
ENSG00000258992	ENSBTAG00000074290
ENSG00000258992	ENSBTAG00000077292
ENSG00000258992	ENSBTAG00000071718
ENSG00000238074	ENSBTAG00000078198
ENSG00000238074	ENSBTAG00000077308
ENSG00000238074	ENSBTAG00000074290
ENSG00000238074	ENSBTAG00000077292
ENSG00000238074	ENSBTAG00000071718
ENSG00000236424	ENSBTAG00000078198
ENSG00000236424	ENSBTAG00000077308
ENSG00000236424	ENSBTAG00000074290
ENSG00000236424	ENSBTAG00000077292
ENSG00000236424	ENSBTAG00000071718
ENSG00000168757	ENSBTAG00000078198
ENSG00000168757	ENSBTAG00000077308
ENSG00000168757	ENSBTAG00000074290
ENSG00000168757	ENSBTAG00000077292
ENSG00000168757	ENSBTAG00000071718
ENSG00000165246	ENSBTAG00000027841
ENSG00000067048	ENSBTAG00000078245
ENSG00000114374	ENSBTAG00000078705
ENSG00000183878	ENSBTAG00000073529
ENSG00000012817	ENSBTAG00000014943
ENSG00000067646	ENSBTAG00000078450
ENSG00000198692	ENSBTAG00000073072
ENSG00000154646	ENSBTAG00000000597
ENSG00000156282	ENSBTAG00000061152
ENSG00000188694	ENSBTAG00000046384
ENSG00000154654	ENSBTAG00000003301
ENSG00000156284	ENSBTAG00000039820
ENSG00000159256	ENSBTAG00000011876
ENSG00000154645	ENSBTAG00000000588
ENSG00000278189	ENSBTAG00000048608
ENSG00000252199	ENSBTAG00000044530
ENSG00000207476	ENSBTAG00000057498
ENSG00000251851	ENSBTAG00000044365
ENSG00000223078	ENSBTAG00000043875
ENSG00000212609	ENSBTAG00000046209
ENSG00000207097	ENSBTAG00000042467
ENSG00000283300	ENSBTAG00000059998
ENSG00000200792	ENSBTAG00000042620
ENSG00000251778	ENSBTAG00000060064
ENSG00000251778	ENSBTAG00000042752
ENSG00000200213	ENSBTAG00000044568
ENSG00000159228	ENSBTAG00000023384
ENSG00000159228	ENSBTAG00000030629
ENSG00000159263	ENSBTAG00000021447
ENSG00000183145	ENSBTAG00000051916
ENSG00000160208	ENSBTAG00000017418
ENSG00000160216	ENSBTAG00000020456
ENSG00000274391	ENSBTAG00000011654
ENSG00000183036	ENSBTAG00000051421
ENSG00000171587	ENSBTAG00000004754
ENSG00000183421	ENSBTAG00000021251
ENSG00000160181	ENSBTAG00000030814
ENSG00000160182	ENSBTAG00000048276
ENSG00000160185	ENSBTAG00000023398
ENSG00000234289	ENSBTAG00000078451
ENSG00000142182	ENSBTAG00000014882
ENSG00000160226	ENSBTAG00000019589
ENSG00000266692	ENSBTAG00000045283
ENSG00000188155	ENSBTAG00000018610
ENSG00000188155	ENSBTAG00000064570
ENSG00000188155	ENSBTAG00000066383
ENSG00000188155	ENSBTAG00000040291
ENSG00000188155	ENSBTAG00000037662
ENSG00000188155	ENSBTAG00000071296
ENSG00000188155	ENSBTAG00000050038
ENSG00000188155	ENSBTAG00000072765
ENSG00000272804	ENSBTAG00000078677
ENSG00000221859	ENSBTAG00000078677
ENSG00000243489	ENSBTAG00000018610
ENSG00000243489	ENSBTAG00000064570
ENSG00000243489	ENSBTAG00000066383
ENSG00000243489	ENSBTAG00000050842
ENSG00000243489	ENSBTAG00000070148
ENSG00000243489	ENSBTAG00000075945
ENSG00000243489	ENSBTAG00000056759
ENSG00000243489	ENSBTAG00000064860
ENSG00000243489	ENSBTAG00000040229
ENSG00000243489	ENSBTAG00000054957
ENSG00000243489	ENSBTAG00000039644
ENSG00000243489	ENSBTAG00000038759
ENSG00000243489	ENSBTAG00000040291
ENSG00000243489	ENSBTAG00000037662
ENSG00000243489	ENSBTAG00000071296
ENSG00000243489	ENSBTAG00000050038
ENSG00000243489	ENSBTAG00000072765
ENSG00000184221	ENSBTAG00000037547
ENSG00000177398	ENSBTAG00000021270
ENSG00000183640	ENSBTAG00000015812
ENSG00000274749	ENSBTAG00000046804
ENSG00000182591	ENSBTAG00000034869
ENSG00000188992	ENSBTAG00000038512
ENSG00000221837	ENSBTAG00000018610
ENSG00000221837	ENSBTAG00000064570
ENSG00000221837	ENSBTAG00000066383
ENSG00000221837	ENSBTAG00000040291
ENSG00000221837	ENSBTAG00000037662
ENSG00000221837	ENSBTAG00000071296
ENSG00000221837	ENSBTAG00000050038
ENSG00000221837	ENSBTAG00000072765
ENSG00000215454	ENSBTAG00000018610
ENSG00000215454	ENSBTAG00000064570
ENSG00000215454	ENSBTAG00000066383
ENSG00000215454	ENSBTAG00000050842
ENSG00000215454	ENSBTAG00000070148
ENSG00000215454	ENSBTAG00000075945
ENSG00000215454	ENSBTAG00000056759
ENSG00000215454	ENSBTAG00000064860
ENSG00000215454	ENSBTAG00000040229
ENSG00000215454	ENSBTAG00000054957
ENSG00000215454	ENSBTAG00000039644
ENSG00000215454	ENSBTAG00000038759
ENSG00000215454	ENSBTAG00000040291
ENSG00000215454	ENSBTAG00000037662
ENSG00000215454	ENSBTAG00000071296
ENSG00000215454	ENSBTAG00000050038
ENSG00000215454	ENSBTAG00000072765
ENSG00000160294	ENSBTAG00000003148
ENSG00000204899	ENSBTAG00000048960
ENSG00000150361	ENSBTAG00000008647
ENSG00000182670	ENSBTAG00000008167
ENSG00000150893	ENSBTAG00000017032
ENSG00000174015	ENSBTAG00000018580
ENSG00000152192	ENSBTAG00000051184
ENSG00000188811	ENSBTAG00000010951
ENSG00000102837	ENSBTAG00000022779
ENSG00000139734	ENSBTAG00000012443
ENSG00000206107	ENSBTAG00000052202
ENSG00000186970	ENSBTAG00000052457
ENSG00000186965	ENSBTAG00000057618
ENSG00000244025	ENSBTAG00000076018
ENSG00000186977	ENSBTAG00000052321
ENSG00000252273	ENSBTAG00000070434
ENSG00000201025	ENSBTAG00000043207
ENSG00000186930	ENSBTAG00000064496
ENSG00000160299	ENSBTAG00000030670
ENSG00000159140	ENSBTAG00000008482
ENSG00000118946	ENSBTAG00000010420
ENSG00000136141	ENSBTAG00000002959
ENSG00000184564	ENSBTAG00000004388
ENSG00000182968	ENSBTAG00000060674
ENSG00000041515	ENSBTAG00000018237
ENSG00000180530	ENSBTAG00000047293
ENSG00000159200	ENSBTAG00000020035
ENSG00000185950	ENSBTAG00000012019
ENSG00000153498	ENSBTAG00000054563
ENSG00000204442	ENSBTAG00000025220
ENSG00000185974	ENSBTAG00000019963
ENSG00000122042	ENSBTAG00000012170
ENSG00000171189	ENSBTAG00000034854
ENSG00000179813	ENSBTAG00000003595
ENSG00000276183	ENSBTAG00000042467
ENSG00000199196	ENSBTAG00000042692
ENSG00000206922	ENSBTAG00000042869
ENSG00000199381	ENSBTAG00000044733
ENSG00000199381	ENSBTAG00000045036
ENSG00000202398	ENSBTAG00000043669
ENSG00000206812	ENSBTAG00000077214
ENSG00000201847	ENSBTAG00000043302
ENSG00000200072	ENSBTAG00000043432
ENSG00000253094	ENSBTAG00000068845
ENSG00000207157	ENSBTAG00000043461
ENSG00000198553	ENSBTAG00000008176
ENSG00000283785	ENSBTAG00000029867
ENSG00000150510	ENSBTAG00000046408
ENSG00000288593	ENSBTAG00000067665
ENSG00000189167	ENSBTAG00000026384
ENSG00000212564	ENSBTAG00000077113
ENSG00000133111	ENSBTAG00000005351
ENSG00000293606	ENSBTAG00000012594
ENSG00000215475	ENSBTAG00000051729
ENSG00000159197	ENSBTAG00000026260
ENSG00000199477	ENSBTAG00000043243
ENSG00000207203	ENSBTAG00000045479
ENSG00000178235	ENSBTAG00000038168
ENSG00000244264	ENSBTAG00000047140
ENSG00000165572	ENSBTAG00000008656
ENSG00000120696	ENSBTAG00000039823
ENSG00000166265	ENSBTAG00000050914
ENSG00000125249	ENSBTAG00000020412
ENSG00000160202	ENSBTAG00000003134
ENSG00000199767	ENSBTAG00000043266
ENSG00000180730	ENSBTAG00000018214
ENSG00000133105	ENSBTAG00000015132
ENSG00000073910	ENSBTAG00000006771
ENSG00000253797	ENSBTAG00000013671
ENSG00000253797	ENSBTAG00000063507
ENSG00000123171	ENSBTAG00000019863
ENSG00000125245	ENSBTAG00000002240
ENSG00000102524	ENSBTAG00000011563
ENSG00000132932	ENSBTAG00000019529
ENSG00000151835	ENSBTAG00000001867
ENSG00000132874	ENSBTAG00000002099
ENSG00000178695	ENSBTAG00000001414
ENSG00000102805	ENSBTAG00000018846
ENSG00000212710	ENSBTAG00000006819
ENSG00000134489	ENSBTAG00000020467
ENSG00000253309	ENSBTAG00000005284
ENSG00000177511	ENSBTAG00000007347
ENSG00000139780	ENSBTAG00000020393
ENSG00000125255	ENSBTAG00000005925
ENSG00000228075	ENSBTAG00000034598
ENSG00000081138	ENSBTAG00000014488
ENSG00000043355	ENSBTAG00000025246
ENSG00000139800	ENSBTAG00000046271
ENSG00000169840	ENSBTAG00000067394
ENSG00000166603	ENSBTAG00000019676
ENSG00000139515	ENSBTAG00000010690
ENSG00000172915	ENSBTAG00000022991
ENSG00000101542	ENSBTAG00000001739
ENSG00000141428	ENSBTAG00000011622
ENSG00000141424	ENSBTAG00000000998
ENSG00000102678	ENSBTAG00000058363
ENSG00000166573	ENSBTAG00000021003
ENSG00000153531	ENSBTAG00000020928
ENSG00000197971	ENSBTAG00000022890
ENSG00000132958	ENSBTAG00000011654
ENSG00000273964	ENSBTAG00000042817
ENSG00000202237	ENSBTAG00000073763
ENSG00000202237	ENSBTAG00000079080
ENSG00000120659	ENSBTAG00000008924
ENSG00000253710	ENSBTAG00000010337
ENSG00000280165	ENSBTAG00000011862
ENSG00000132972	ENSBTAG00000000278
ENSG00000102471	ENSBTAG00000014227
ENSG00000199272	ENSBTAG00000045092
ENSG00000243591	ENSBTAG00000049551
ENSG00000199856	ENSBTAG00000039304
ENSG00000199856	ENSBTAG00000065919
ENSG00000251897	ENSBTAG00000071135
ENSG00000251994	ENSBTAG00000068700
ENSG00000251994	ENSBTAG00000055338
ENSG00000251994	ENSBTAG00000056062
ENSG00000251994	ENSBTAG00000057689
ENSG00000251994	ENSBTAG00000067112
ENSG00000251994	ENSBTAG00000057191
ENSG00000207797	ENSBTAG00000029796
ENSG00000206944	ENSBTAG00000076819
ENSG00000207072	ENSBTAG00000072214
ENSG00000175065	ENSBTAG00000040126
ENSG00000186009	ENSBTAG00000019961
ENSG00000186047	ENSBTAG00000055114
ENSG00000139737	ENSBTAG00000003511
ENSG00000202093	ENSBTAG00000056972
ENSG00000206602	ENSBTAG00000043301
ENSG00000271982	ENSBTAG00000057305
ENSG00000176624	ENSBTAG00000014886
ENSG00000119547	ENSBTAG00000022819
ENSG00000284440	ENSBTAG00000029851
ENSG00000201598	ENSBTAG00000042998
ENSG00000173482	ENSBTAG00000024015
ENSG00000133116	ENSBTAG00000013984
ENSG00000136099	ENSBTAG00000018179
ENSG00000276644	ENSBTAG00000043985
ENSG00000083635	ENSBTAG00000009415
ENSG00000154856	ENSBTAG00000005154
ENSG00000180332	ENSBTAG00000019416
ENSG00000165566	ENSBTAG00000068660
ENSG00000120669	ENSBTAG00000018955
ENSG00000252677	ENSBTAG00000044748
ENSG00000171791	ENSBTAG00000019302
ENSG00000181626	ENSBTAG00000061117
ENSG00000181626	ENSBTAG00000040222
ENSG00000181626	ENSBTAG00000008288
ENSG00000181626	ENSBTAG00000022922
ENSG00000181626	ENSBTAG00000069139
ENSG00000181626	ENSBTAG00000034145
ENSG00000181626	ENSBTAG00000051836
ENSG00000242715	ENSBTAG00000072180
ENSG00000200827	ENSBTAG00000043615
ENSG00000176194	ENSBTAG00000046547
ENSG00000252258	ENSBTAG00000066829
ENSG00000252258	ENSBTAG00000044667
ENSG00000252258	ENSBTAG00000042743
ENSG00000252258	ENSBTAG00000044278
ENSG00000252353	ENSBTAG00000064022
ENSG00000252353	ENSBTAG00000047521
ENSG00000134762	ENSBTAG00000015238
ENSG00000134765	ENSBTAG00000019876
ENSG00000102794	ENSBTAG00000008259
ENSG00000183098	ENSBTAG00000062823
ENSG00000134760	ENSBTAG00000013831
ENSG00000080166	ENSBTAG00000002300
ENSG00000154611	ENSBTAG00000017698
ENSG00000125285	ENSBTAG00000022484
ENSG00000252335	ENSBTAG00000044727
ENSG00000185352	ENSBTAG00000039065
ENSG00000131196	ENSBTAG00000000656
ENSG00000198033	ENSBTAG00000030979
ENSG00000179399	ENSBTAG00000008708
ENSG00000183463	ENSBTAG00000055124
ENSG00000205863	ENSBTAG00000063400
ENSG00000139618	ENSBTAG00000000988
ENSG00000153487	ENSBTAG00000025211
ENSG00000122034	ENSBTAG00000012600
ENSG00000139797	ENSBTAG00000006034
ENSG00000053747	ENSBTAG00000027181
ENSG00000283199	ENSBTAG00000025192
ENSG00000265885	ENSBTAG00000046896
ENSG00000226792	ENSBTAG00000068013
ENSG00000207500	ENSBTAG00000042100
ENSG00000141404	ENSBTAG00000002125
ENSG00000141434	ENSBTAG00000020391
ENSG00000167210	ENSBTAG00000015210
ENSG00000197641	ENSBTAG00000035182
ENSG00000206073	ENSBTAG00000039037
ENSG00000206073	ENSBTAG00000049569
ENSG00000206073	ENSBTAG00000065630
ENSG00000206073	ENSBTAG00000048720
ENSG00000206073	ENSBTAG00000052012
ENSG00000206073	ENSBTAG00000069085
ENSG00000206073	ENSBTAG00000060405
ENSG00000206072	ENSBTAG00000005324
ENSG00000187773	ENSBTAG00000000106
ENSG00000206043	ENSBTAG00000022466
ENSG00000166634	ENSBTAG00000035171
ENSG00000141391	ENSBTAG00000017983
ENSG00000206418	ENSBTAG00000010356
ENSG00000206181	ENSBTAG00000026585
ENSG00000141759	ENSBTAG00000013587
ENSG00000101546	ENSBTAG00000036297
ENSG00000178184	ENSBTAG00000005917
ENSG00000238575	ENSBTAG00000044776
ENSG00000200875	ENSBTAG00000044778
ENSG00000091157	ENSBTAG00000004005
ENSG00000177143	ENSBTAG00000012320
ENSG00000206687	ENSBTAG00000029683
ENSG00000200132	ENSBTAG00000057498
ENSG00000200645	ENSBTAG00000042467
ENSG00000154864	ENSBTAG00000011171
ENSG00000166960	ENSBTAG00000000138
ENSG00000176136	ENSBTAG00000009143
ENSG00000174448	ENSBTAG00000008168
ENSG00000283927	ENSBTAG00000029906
ENSG00000284453	ENSBTAG00000029926
ENSG00000252325	ENSBTAG00000045262
ENSG00000134443	ENSBTAG00000004796
ENSG00000134438	ENSBTAG00000022826
ENSG00000166569	ENSBTAG00000038739
ENSG00000197046	ENSBTAG00000016620
ENSG00000251939	ENSBTAG00000044231
ENSG00000141431	ENSBTAG00000047003
ENSG00000252139	ENSBTAG00000050660
ENSG00000252139	ENSBTAG00000044400
ENSG00000252139	ENSBTAG00000045235
ENSG00000252139	ENSBTAG00000044887
ENSG00000252139	ENSBTAG00000044253
ENSG00000175322	ENSBTAG00000063193
ENSG00000222018	ENSBTAG00000013841
ENSG00000243627	ENSBTAG00000057327
ENSG00000079101	ENSBTAG00000014012
ENSG00000242550	ENSBTAG00000001102
ENSG00000236396	ENSBTAG00000016370
ENSG00000255112	ENSBTAG00000074367
ENSG00000179981	ENSBTAG00000000422
ENSG00000130856	ENSBTAG00000017517
ENSG00000283904	ENSBTAG00000036404
ENSG00000182093	ENSBTAG00000013629
ENSG00000180011	ENSBTAG00000001724
ENSG00000170579	ENSBTAG00000005372
ENSG00000205726	ENSBTAG00000021997
ENSG00000187323	ENSBTAG00000048378
ENSG00000171873	ENSBTAG00000019504
ENSG00000125903	ENSBTAG00000048288
ENSG00000178591	ENSBTAG00000049328
ENSG00000067900	ENSBTAG00000008403
ENSG00000132640	ENSBTAG00000048432
ENSG00000101230	ENSBTAG00000017188
ENSG00000215397	ENSBTAG00000051653
ENSG00000088782	ENSBTAG00000054958
ENSG00000215547	ENSBTAG00000049491
ENSG00000222087	ENSBTAG00000042467
ENSG00000206827	ENSBTAG00000046381
ENSG00000101447	ENSBTAG00000000660
ENSG00000158445	ENSBTAG00000027320
ENSG00000124089	ENSBTAG00000004712
ENSG00000054803	ENSBTAG00000017524
ENSG00000141437	ENSBTAG00000014936
ENSG00000130701	ENSBTAG00000003163
ENSG00000206863	ENSBTAG00000044532
ENSG00000206766	ENSBTAG00000043917
ENSG00000124225	ENSBTAG00000054628
ENSG00000101115	ENSBTAG00000003101
ENSG00000132631	ENSBTAG00000005202
ENSG00000125533	ENSBTAG00000010873
ENSG00000179242	ENSBTAG00000015058
ENSG00000184402	ENSBTAG00000014438
ENSG00000196074	ENSBTAG00000003608
ENSG00000130702	ENSBTAG00000003061
ENSG00000240584	ENSBTAG00000049551
ENSG00000275305	ENSBTAG00000077005
ENSG00000207053	ENSBTAG00000043713
ENSG00000283433	ENSBTAG00000077005
ENSG00000240474	ENSBTAG00000045977
ENSG00000207158	ENSBTAG00000072889
ENSG00000238777	ENSBTAG00000044993
ENSG00000199017	ENSBTAG00000029790
ENSG00000124232	ENSBTAG00000011283
ENSG00000101162	ENSBTAG00000018785
ENSG00000125975	ENSBTAG00000030976
ENSG00000160282	ENSBTAG00000020404
ENSG00000197296	ENSBTAG00000020030
ENSG00000124196	ENSBTAG00000011233
ENSG00000099985	ENSBTAG00000016163
ENSG00000125879	ENSBTAG00000000516
ENSG00000101074	ENSBTAG00000013220
ENSG00000100365	ENSBTAG00000007531
ENSG00000207598	ENSBTAG00000029962
ENSG00000101197	ENSBTAG00000004911
ENSG00000241945	ENSBTAG00000007105
ENSG00000101204	ENSBTAG00000017198
ENSG00000100346	ENSBTAG00000045610
ENSG00000125863	ENSBTAG00000034987
ENSG00000199497	ENSBTAG00000028990
ENSG00000260903	ENSBTAG00000016348
ENSG00000126003	ENSBTAG00000018334
ENSG00000125998	ENSBTAG00000006278
ENSG00000101405	ENSBTAG00000008026
ENSG00000160223	ENSBTAG00000014880
ENSG00000101200	ENSBTAG00000008027
ENSG00000201294	ENSBTAG00000042385
ENSG00000201294	ENSBTAG00000042705
ENSG00000201294	ENSBTAG00000074480
ENSG00000201294	ENSBTAG00000072557
ENSG00000201346	ENSBTAG00000039304
ENSG00000201346	ENSBTAG00000065919
ENSG00000179772	ENSBTAG00000009206
ENSG00000212555	ENSBTAG00000042390
ENSG00000125850	ENSBTAG00000008410
ENSG00000159267	ENSBTAG00000033679
ENSG00000212232	ENSBTAG00000042662
ENSG00000159261	ENSBTAG00000030585
ENSG00000125900	ENSBTAG00000033397
ENSG00000124104	ENSBTAG00000051238
ENSG00000176177	ENSBTAG00000000326
ENSG00000160179	ENSBTAG00000066612
ENSG00000128342	ENSBTAG00000007424
ENSG00000100106	ENSBTAG00000002539
ENSG00000149609	ENSBTAG00000003962
ENSG00000101292	ENSBTAG00000015872
ENSG00000125888	ENSBTAG00000004474
ENSG00000222612	ENSBTAG00000045811
ENSG00000198900	ENSBTAG00000007960
ENSG00000171864	ENSBTAG00000011010
ENSG00000188636	ENSBTAG00000056562
ENSG00000204103	ENSBTAG00000003396
ENSG00000130943	ENSBTAG00000054859
ENSG00000130943	ENSBTAG00000008066
ENSG00000130943	ENSBTAG00000072752
ENSG00000212224	ENSBTAG00000042897
ENSG00000124107	ENSBTAG00000004148
ENSG00000138944	ENSBTAG00000003574
ENSG00000142178	ENSBTAG00000011437
ENSG00000101448	ENSBTAG00000001495
ENSG00000276138	ENSBTAG00000042467
ENSG00000278188	ENSBTAG00000042467
ENSG00000277248	ENSBTAG00000067001
ENSG00000201209	ENSBTAG00000047335
ENSG00000209482	ENSBTAG00000074042
ENSG00000209480	ENSBTAG00000071587
ENSG00000263764	ENSBTAG00000042456
ENSG00000124116	ENSBTAG00000016742
ENSG00000159216	ENSBTAG00000004742
ENSG00000196431	ENSBTAG00000019282
ENSG00000101470	ENSBTAG00000046725
ENSG00000160233	ENSBTAG00000060080
ENSG00000157617	ENSBTAG00000021259
ENSG00000101188	ENSBTAG00000021727
ENSG00000199024	ENSBTAG00000029793
ENSG00000247315	ENSBTAG00000002116
ENSG00000124098	ENSBTAG00000013007
ENSG00000133454	ENSBTAG00000000698
ENSG00000124103	ENSBTAG00000058207
ENSG00000124103	ENSBTAG00000046327
ENSG00000124103	ENSBTAG00000073965
ENSG00000124103	ENSBTAG00000053468
ENSG00000124103	ENSBTAG00000053855
ENSG00000124103	ENSBTAG00000031462
ENSG00000213714	ENSBTAG00000058207
ENSG00000213714	ENSBTAG00000046327
ENSG00000213714	ENSBTAG00000073965
ENSG00000213714	ENSBTAG00000053468
ENSG00000213714	ENSBTAG00000053855
ENSG00000213714	ENSBTAG00000031462
ENSG00000124201	ENSBTAG00000020166
ENSG00000160180	ENSBTAG00000021276
ENSG00000243646	ENSBTAG00000019404
ENSG00000209042	ENSBTAG00000042099
ENSG00000222365	ENSBTAG00000043036
ENSG00000212304	ENSBTAG00000043350
ENSG00000124217	ENSBTAG00000066776
ENSG00000101336	ENSBTAG00000007932
ENSG00000185272	ENSBTAG00000034347
ENSG00000142185	ENSBTAG00000021901
ENSG00000177732	ENSBTAG00000027386
ENSG00000184226	ENSBTAG00000019340
ENSG00000168634	ENSBTAG00000060937
ENSG00000149651	ENSBTAG00000059190
ENSG00000238500	ENSBTAG00000052257
ENSG00000258713	ENSBTAG00000021817
