Gene stable ID	UniProtKB/Swiss-Prot ID
AT3G27460	Q8RXY6
AT2G38910	Q9ZV15
AT3G62780	
AT3G28210	Q67YE6
AT3G28210	Q67YE6
AT3G47675	
AT2G44360	
AT5G50720	Q9FED2
AT2G36060	
AT2G36060	Q9SJ44
AT2G36060	
AT1G26400	Q9FZC6
AT4G19470	
AT4G04360	
AT3G25060	Q9LJR6
AT2G07684	
AT1G72980	Q9SSM9
AT5G51840	
AT4G17490	Q8VZ91
AT1G59970	Q9ZUJ5
AT2G32950	P43254
AT2G32950	
AT3G26240	
AT3G04860	
AT1G11520	
AT2G24420	
AT2G24420	
AT1G30640	
AT1G30640	
AT1G30640	
AT2G40950	O22208
AT5G21930	B9DFX7
AT5G21930	
AT5G21930	
AT5G21930	B9DFX7
AT1G26440	Q93Z75
AT1G26440	Q93Z75
AT1G26440	
AT1G26440	
AT1G26440	
AT1G26440	
AT1G26440	
AT1G26440	
AT1G51320	Q9SYD4
AT5G24240	Q9FNF8
AT5G24240	Q9FNF8
AT1G22070	Q39234
AT4G25310	
AT4G25310	
AT1G26700	Q94KB1
AT1G26700	Q94KB1
AT3G55990	Q9LY46
AT3G43940	
AT5G27607	
AT2G40750	Q93WU8
AT3G09920	Q8L850
AT3G09920	Q8L850
AT3G09920	Q8L850
AT3G09920	Q8L850
AT3G54900	Q84Y95
AT3G16500	
AT3G16500	Q8LAL2
AT5G25480	F4JWT7
AT3G12910	
AT2G05100	Q9SHR7
AT2G05100	
AT3G18510	
AT1G73603	P82778
AT4G08876	
AT1G55650	Q9LG02
AT5G65130	Q9FJQ2
AT5G65130	
AT3G25730	Q9LS06
AT1G78180	Q9C9R4
AT2G28960	C0LGL4
AT2G28960	
AT3G48680	Q9SMN1
AT2G04842	F4IFC5
AT2G04842	F4IFC5
AT3G63360	Q9M1V4
AT1G55928	
AT3G18010	Q6X7K0
AT4G18550	
AT4G18550	
AT4G18550	O49523
AT4G12000	
AT4G12000	
AT4G12000	
AT1G29880	O23627
AT3G01250	
AT5G27280	
AT1G53645	
AT3G46070	
AT3G19120	
AT5G37180	
AT5G37180	
AT5G37180	
AT3G21305	
AT4G37760	Q8VYH2
AT3G01840	Q9SGI7
AT2G20690	
AT4G02510	O81283
AT4G02510	O81283
AT4G02510	O81283
AT4G02510	O81283
AT5G10110	
AT2G45580	O64638
AT2G45580	
AT2G45580	
AT2G31360	Q9SID2
AT2G31360	Q9SID2
AT3G14290	Q42134
AT3G23090	Q84WL6
AT3G23090	
AT3G23090	
AT3G23090	
AT3G23090	
AT3G08690	P35134
AT3G08690	P35134
AT2G01830	
AT2G01830	
AT2G01830	
AT2G01830	Q9C5U0
AT2G01830	
AT2G01830	
AT3G48540	
AT4G34750	
AT4G34750	
AT1G06240	
AT5G05050	
AT1G72330	
AT1G72330	
AT1G72330	Q9LDV4
AT3G48343	
AT3G54300	Q9M376
AT3G54300	Q9M376
AT3G54300	Q9M376
AT5G42470	
AT5G51380	Q9FGN3
AT4G28150	
AT4G28150	
AT4G28150	
AT3G36659	
AT1G20840	Q96290
AT1G20840	Q96290
AT4G33040	Q8L9S3
AT1G45050	P42743
AT1G45050	
AT5G61770	
AT5G61770	
AT5G61770	Q9ASU7
AT3G58970	Q93ZD7
AT1G52500	
AT1G52500	
AT1G52500	O80358
AT1G52500	
AT1G52500	
AT5G58750	
AT5G58750	
AT3G13010	
AT1G10430	Q07098
AT1G10430	Q07098
AT3G01820	Q8L7W7
AT2G31865	Q8VYA1
AT2G31865	
AT2G31865	
AT3G54630	Q9M1G5
AT1G05670	Q0WVK7
AT1G05670	Q0WVK7
AT1G05670	Q0WVK7
AT5G66240	
AT5G66240	
AT5G66240	
AT4G19990	
AT4G19990	
AT4G19990	
AT4G19990	
AT4G19990	
AT4G19990	
AT4G19990	
AT4G18380	O49508
AT4G18380	O49508
AT1G64110	
AT1G64110	
AT1G64110	
AT1G64110	
AT1G64110	
AT2G16710	Q8LBM4
AT2G16710	
AT2G16710	
AT5G47050	
AT1G65220	
AT1G13635	
AT1G13635	
AT4G27415	
AT4G27415	
AT2G29080	Q84WU8
AT4G03635	
AT5G45095	
AT3G45720	Q9M171
AT5G65000	
AT5G65000	Q8LES0
AT2G46280	Q38884
AT2G46280	Q38884
AT2G46280	
AT4G34200	O49485
AT2G19870	
AT5G35660	
AT3G15548	
AT5G34908	
AT2G14210	
AT2G14210	Q9SI38
AT5G59800	Q9FJF4
AT3G54530	
AT3G54530	
AT3G54530	
AT1G54950	
AT2G28520	Q8RWZ7
ATMG00850	P92522
AT4G12800	Q9SUI4
AT4G12800	
AT3G62900	
AT3G62900	
AT3G62900	
AT3G54410	
AT1G55730	Q8L783
AT1G55730	Q8L783
AT1G07310	
AT1G77230	
AT1G52400	
AT1G52400	Q9SE50
AT1G52400	Q9SE50
AT5G60580	
AT5G60580	
AT5G60580	
AT5G60580	
AT5G24790	
AT5G48780	
AT5G48780	
AT5G41490	Q9FH73
AT3G22320	O81098
AT5G22820	
AT5G22820	
AT5G22820	
AT2G22345	Q2V2S9
AT2G44440	Q08A72
AT4G30993	
AT4G30993	
AT4G30993	
AT3G57440	
AT3G57440	
AT5G60260	
AT5G14740	P42737
AT5G14740	
AT5G14740	
AT5G14740	
AT5G14740	
AT5G14740	
AT5G14740	
AT5G14740	
AT5G14740	
AT1G16430	Q9SA42
AT5G66760	O82663
AT5G54225	P82792
AT1G27752	
AT1G27752	
AT3G09700	Q9SF33
AT2G16580	Q9SI60
AT5G47510	
AT5G47510	
AT5G47510	F4JYJ3
AT5G47510	
AT3G50390	
AT1G14880	Q9LQU2
AT4G34350	Q94B35
AT4G14368	
AT4G14368	
AT4G14368	
AT4G14368	
AT1G11190	Q9SXA6
AT2G30730	
AT2G30730	
AT3G23070	F4J2U9
AT5G16950	
AT2G23690	
AT2G40710	
AT2G30925	
AT3G14360	F4JFU8
AT1G43100	
AT2G31265	
AT1G26650	
AT5G43066	
AT5G20300	Q6S5G3
AT5G20300	Q6S5G3
AT5G20300	Q6S5G3
AT5G20300	
AT5G20300	Q6S5G3
AT3G01550	
AT3G01550	Q8H0T6
AT5G49950	
AT1G54420	
AT5G40530	
AT5G40530	
AT5G40530	Q84JC0
AT5G40530	
AT2G02930	Q9SLM6
AT4G38730	Q8GYS1
AT4G22320	
AT4G22320	
AT2G32040	Q9SKZ5
AT2G32040	
AT5G45850	
AT3G58010	Q9M2P7
AT3G58010	Q9M2P7
AT3G03740	Q9SRV1
AT3G53900	
AT3G53900	Q9M336
AT3G08970	Q9SR96
AT3G08970	Q9SR96
AT1G34640	
AT2G13275	
AT5G38420	P10797
AT4G11790	
AT3G62620	
AT3G62620	
AT3G62620	
AT3G62620	
AT3G62620	
AT3G62620	
AT3G62620	
AT3G62620	
AT3G62620	
AT3G62620	
AT5G37910	Q9FKD5
AT2G34940	O64758
AT2G18720	
AT2G18720	
AT2G18720	
AT3G51780	Q8RX71
AT4G05130	Q9M0Y2
AT5G11320	Q9LFM5
AT5G11320	
AT5G63910	P57681
AT2G20320	
AT2G20320	
AT3G14880	
AT3G14880	
AT2G16190	
AT2G16190	
AT1G50310	Q9SX48
AT1G50310	
AT4G02730	Q9SY00
AT3G45600	Q9M1E7
AT3G45600	
AT4G11175	O82499
AT4G21350	O81902
AT3G25573	
AT4G25670	
AT4G25670	
AT2G27300	Q9XIN7
AT1G49430	
AT1G49430	Q9XIA9
AT3G59110	
AT3G04570	Q9SR17
AT5G59120	Q9FIG2
AT2G31800	
AT5G43420	Q9LSW9
AT1G74240	
AT1G74240	
AT3G10320	Q9SS43
AT3G02640	
AT3G03110	F4IZR5
ATCG00065	
AT1G01760	
AT1G01760	F4HU58
AT1G01760	F4HU58
AT1G01760	
AT3G28917	Q9LJW5
AT3G19960	Q9LHE9
AT3G19960	
AT3G19960	Q9LHE9
AT3G19960	Q9LHE9
AT3G19960	
AT3G14820	Q9LH73
AT3G45630	
AT3G45630	
AT2G46420	
AT2G46420	
AT2G46420	
AT3G18905	
AT2G37805	
AT1G61160	
AT4G30410	Q9M0B9
AT4G30410	Q9M0B9
AT4G27140	P15457
AT5G04347	
AT5G04347	
AT3G20560	Q9LJU2
AT2G36420	
AT1G47480	Q9SX78
AT2G33580	O22808
AT5G53330	
AT1G65820	
AT1G65820	
AT1G65820	
AT1G22900	Q67YM6
AT5G11050	Q9FY60
AT5G61700	
AT5G61700	Q9FLT8
AT5G61700	
AT5G61700	
AT2G38010	
AT2G38010	
AT2G38010	Q304B9
AT1G52080	
AT1G52080	
AT2G20625	
AT2G20625	Q8S8D8
AT2G19490	Q9ZUP2
AT1G35180	
AT1G30070	
AT1G30070	
AT1G35210	
AT1G10410	
AT3G12050	
AT3G12050	
AT3G03341	
AT5G07160	
AT1G73740	
AT3G50120	
AT4G16780	Q05466
AT2G35320	O82162
AT1G53350	P0C8S1
AT1G34110	C0LGF5
AT1G34110	
AT1G17240	Q9SHI3
AT1G17240	
AT3G15970	Q9LW88
AT3G15970	Q9LW88
AT3G01970	Q9S763
AT5G11565	
AT4G15830	
AT2G47400	O22914
AT4G09580	Q8L586
AT1G61730	Q9SYA9
AT1G29260	Q9XF57
AT4G33905	
AT4G02940	Q9ZT92
AT2G40360	
AT2G40360	F4IH25
AT1G33890	Q9C8U6
AT1G33890	Q9C8U6
AT1G08040	
AT1G08040	
AT1G08040	
AT1G08040	
AT3G47670	
AT1G63522	
AT5G09900	Q9FIB6
AT5G09900	
AT5G09900	
AT1G08810	Q8GYP5
AT1G08810	
AT1G08810	
AT3G26810	Q9LW29
AT1G09210	Q38858
AT5G64920	Q9SPL2
AT5G65590	Q9LSL6
AT1G70080	Q84UU9
AT4G02930	Q9ZT91
AT4G38480	
AT4G38480	
AT4G04555	
AT3G27190	Q9LK34
AT1G10522	Q9XIK0
AT1G10522	Q9XIK0
AT1G04570	F4I5Q2
AT1G04570	
AT4G04370	Q9XE98
AT3G26512	
AT4G34970	O49606
AT5G60470	F4JYZ8
AT5G60470	
AT5G60470	
AT5G10430	Q9ZT16
AT3G10130	Q9SR77
AT4G33610	
AT5G52790	Q9LTD8
AT5G52790	
AT5G52790	
AT5G52790	
AT5G52790	
AT1G01830	
AT1G01830	
AT1G01830	
AT5G44020	
AT1G12340	Q3EDD7
AT4G23882	
AT3G54826	
AT4G33690	
AT1G67590	
AT1G67590	
AT1G69080	
AT1G69080	
AT1G31400	Q9C869
AT1G74385	
AT3G08040	
AT3G08040	Q9SFB0
ATMG01350	P92564
AT3G10680	
AT1G73300	Q9CAU3
AT1G73300	Q9CAU3
AT3G52590	Q42202
AT3G52590	B9DHA6
AT5G47840	Q9FIJ7
AT5G47840	
AT2G42240	
AT2G42240	
AT2G42240	
AT5G04850	Q9FMC5
AT5G04850	
AT1G05760	
AT1G05760	Q9SE37
AT1G30530	Q9S9P6
AT1G12480	Q9LD83
AT2G35270	O82166
AT2G46330	O82337
AT2G46330	
AT1G76850	Q8S3U9
AT1G73570	
AT1G44130	
AT1G67340	Q9FYF9
AT5G44870	O48573
AT5G44870	
AT1G80315	
AT1G43666	
AT5G60400	
AT5G60400	
AT5G60400	
AT5G59010	
AT5G59010	Q9FIL1
AT3G54920	Q93Z04
AT1G08630	Q8RXU4
AT1G08630	Q8RXU4
AT1G08630	
AT1G08630	Q8RXU4
AT1G08630	Q8RXU4
AT1G08630	
AT1G08630	Q8RXU4
AT3G22040	Q9LRK3
AT3G47836	
AT3G47836	
AT5G50115	
AT2G27035	F4IVN9
AT1G66150	P43298
AT2G03300	
AT5G45790	
AT5G45790	
AT2G35610	Q8VXZ5
AT5G27700	Q3E902
AT1G04640	Q9SXP7
AT1G04640	Q9SXP7
AT1G56500	
AT1G56500	Q8VZ10
AT1G56500	
AT2G30460	
AT2G30460	Q8GUJ1
AT2G30460	Q8GUJ1
AT2G30460	
AT2G30460	
AT2G30460	
AT3G44570	
AT3G02590	
AT3G02590	Q9M883
AT2G19560	Q8GWE6
AT2G19560	
AT5G19970	
AT5G19970	
AT5G48430	
AT3G18430	
AT3G18430	
AT3G18430	
AT1G12615	
AT4G33490	
AT4G33490	
AT5G18130	
AT5G18130	
AT1G77120	P06525
AT1G50590	
AT1G50590	Q9LPS9
AT1G50590	
AT5G05470	Q9FE78
AT3G44735	Q8LA14
AT3G44735	Q8LA14
AT4G03495	
AT2G31740	
AT2G31740	
AT3G57570	
AT3G57570	
AT1G17147	Q1G3U8
AT4G27670	P31170
AT1G44740	
AT1G08005	
AT3G28300	P0DI79
AT3G28300	P0DI78
AT3G23830	Q9LIS2
AT3G23830	Q9LIS2
AT4G33220	Q9SMY7
AT4G33220	
AT1G24380	
AT4G24660	Q9SB61
AT4G24660	
AT4G08810	
AT3G32980	Q9LHB9
AT3G25030	
AT3G25030	
AT3G25030	
AT3G25030	
AT4G29580	Q9S789
AT4G29580	
AT4G14226	
AT3G62200	
AT1G60787	
AT1G60787	
AT1G60787	
AT1G60787	
AT5G40730	Q5PP12
AT4G21600	F4JJL3
AT1G26796	
AT3G54060	
AT3G54060	
AT3G19830	
AT3G19830	
AT3G19830	
AT3G19830	
AT5G09805	Q6DUW7
AT4G05360	
AT3G43810	
AT3G43810	P59220
AT3G43810	
AT3G43810	
AT2G14880	
AT2G14880	
AT2G14880	
AT3G03780	Q9SRV5
AT3G03780	Q9SRV5
AT3G03780	Q9SRV5
AT3G01030	
AT1G68500	
ATMG01300	P92561
AT3G54110	O81845
AT5G41250	Q9FHD8
AT5G12430	
AT4G03350	Q9ZQZ6
AT1G15500	P92935
AT4G24026	
AT3G44230	
AT1G77760	P11832
AT3G24780	
AT4G25970	A4GNA8
AT1G24062	Q2V4L5
AT5G37620	
AT3G06150	
AT5G19770	B9DHQ0
AT5G19770	Q56WH1
AT5G07040	Q9FL42
AT1G53510	Q9C5C0
AT3G52750	Q9LXJ0
AT3G52750	
AT3G52750	Q9LXJ0
AT3G52750	Q9LXJ0
AT1G51410	
AT5G27810	
AT1G50020	
AT5G04475	
AT4G20440	
AT4G20440	
AT4G20440	
AT4G20440	
AT4G20440	
AT4G02482	
AT3G13600	Q9LHN9
AT3G13600	Q9LHN9
AT5G59880	Q9ZSK4
AT5G59880	
AT4G32050	
AT2G39725	
AT2G39725	
AT1G22370	
AT1G22370	Q9LMF0
AT2G38660	
AT2G38660	
AT2G38660	
AT2G38660	
AT2G38660	
AT2G38660	
AT2G38660	A2RVV7
AT2G38660	A2RVV7
AT4G00690	O65278
AT3G15380	Q94AN2
AT3G45390	Q7FK82
AT1G53265	
AT4G35640	Q8W2B8
AT5G27230	Q5XV31
AT3G13222	Q8VZS6
AT1G17270	Q84WU0
AT1G17270	Q84WU0
AT4G17920	O49691
AT4G33360	
AT4G33360	
AT4G33360	
AT1G74350	
AT5G54062	
AT1G75230	
AT1G75230	
AT1G29150	Q9LP45
AT1G29150	Q9LP45
AT1G17140	Q8LE98
AT1G17140	Q8LE98
AT1G08380	Q949Q5
AT5G11020	
AT5G11020	
AT5G11020	
AT5G11020	
AT4G00883	
AT1G43560	Q8L7S9
AT5G26030	P42043
AT5G26030	P42043
AT4G24900	
AT4G24900	F4JRR5
AT4G03190	Q9ZR12
AT3G56660	Q9LXX4
AT1G07700	Q9C5C5
AT1G07700	Q9C5C5
AT1G07700	Q9C5C5
AT1G07700	
AT1G33750	Q9LQ27
AT3G28680	
AT3G51880	O49595
AT3G51880	
AT3G51880	O49595
AT3G51880	O49595
AT3G51880	
