hsa	gge	isohsa	isogge	exoniden
ENSG00000102547	ENSGALG00010004043	ENST00000347776	ENSGALT00010009351	hsa0000188548-gge0000005928|0.79;hsa0000188549-gge0000005930|0.84;hsa0000188552-gge0000005931|0.86;hsa0000188553-gge0000005932|0.84;hsa0000188556-gge0000005933|0.75;hsa0000188557-gge0000005934|0.83;hsa0000188558-gge0000005935|0.81;hsa0000188559-gge0000005936|0.85
ENSG00000132975	ENSGALG00010005843	ENST00000405846	ENSGALT00010013935	hsa0000188566-gge0000008811|0.82
ENSG00000132975	ENSGALG00010005843	ENST00000381436	ENSGALT00010013935	hsa0000188566-gge0000008811|0.82
ENSG00000132970	ENSGALG00010005848	ENST00000335327	ENSGALT00010013952	hsa0000188567-gge0000008812|0.82;hsa0000188568-gge0000008813|0.93;hsa0000188569-gge0000008814|0.85;hsa0000188570-gge0000008815|0.82;hsa0000188571-gge0000008816|0.97;hsa0000188573-gge0000008818|0.67;hsa0000188575-gge0000008819|0.71;hsa0000188576-gge0000008820|0.8
ENSG00000132970	ENSGALG00010005848	ENST00000361042	ENSGALT00010013957	hsa0000188567-gge0000008812|0.82;hsa0000188568-gge0000008813|0.93;hsa0000188569-gge0000008814|0.85;hsa0000188570-gge0000008815|0.82;hsa0000188572-gge0000008817|0.92;hsa0000188573-gge0000008818|0.67;hsa0000188575-gge0000008819|0.71;hsa0000188576-gge0000008820|0.8
ENSG00000205929	ENSGALG00010010633	ENST00000490358	ENSGALT00010025305	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000490358	ENSGALT00010025311	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000490358	ENSGALT00010025313	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000490358	ENSGALT00010025318	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000490358	ENSGALT00010025321	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000487113	ENSGALT00010025305	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000487113	ENSGALT00010025311	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000487113	ENSGALT00010025313	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000487113	ENSGALT00010025318	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000487113	ENSGALT00010025321	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000479548	ENSGALT00010025305	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000479548	ENSGALT00010025311	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000479548	ENSGALT00010025313	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000479548	ENSGALT00010025318	hsa0000280206-gge0000014981|0.64
ENSG00000205929	ENSGALG00010010633	ENST00000479548	ENSGALT00010025321	hsa0000280206-gge0000014981|0.64
ENSG00000168461	ENSGALG00010002357	ENST00000578921	ENSGALT00010005345	hsa0000244135-gge0000029717|0.85;hsa0000244138-gge0000029719|0.9;hsa0000244140-gge0000029720|0.85;hsa0000244141-gge0000029721|0.82;hsa0000244142-gge0000029722|0.9;hsa0000244144-gge0000029724|0.83;hsa0000244145-gge0000029725|0.73
ENSG00000156273	ENSGALG00010011622	ENST00000286800	ENSGALT00010027779	hsa0000280218-gge0000016657|0.74;hsa0000280222-gge0000016660|0.67;hsa0000280225-gge0000016661|0.82;hsa0000280226-gge0000016662|0.67
ENSG00000156273	ENSGALG00010011622	ENST00000399921	ENSGALT00010027779	hsa0000280218-gge0000016657|0.74;hsa0000280222-gge0000016660|0.67;hsa0000280225-gge0000016661|0.82;hsa0000280226-gge0000016662|0.67
ENSG00000178127	ENSGALG00010001849	ENST00000318388	ENSGALT00010004200	hsa0000244159-gge0000029210|0.67;hsa0000244164-gge0000029211|0.65;hsa0000244165-gge0000029212|0.87;hsa0000244166-gge0000029213|0.74;hsa0000244167-gge0000029214|0.83;hsa0000244168-gge0000029215|0.83;hsa0000244169-gge0000029216|0.82;hsa0000244170-gge0000029217|0.81
ENSG00000157551	ENSGALG00010013304	ENST00000328656	ENSGALT00010031999	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000328656	ENSGALT00010032002	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000328656	ENSGALT00010032005	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000328656	ENSGALT00010032009	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000328656	ENSGALT00010032012	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000328656	ENSGALT00010032015	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398938	ENSGALT00010031999	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398938	ENSGALT00010032002	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398938	ENSGALT00010032005	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398938	ENSGALT00010032009	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398938	ENSGALT00010032012	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398938	ENSGALT00010032015	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398932	ENSGALT00010031999	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398932	ENSGALT00010032002	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398932	ENSGALT00010032005	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398932	ENSGALT00010032009	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398932	ENSGALT00010032012	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398932	ENSGALT00010032015	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398930	ENSGALT00010031999	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398930	ENSGALT00010032002	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398930	ENSGALT00010032005	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398930	ENSGALT00010032009	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398930	ENSGALT00010032012	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398930	ENSGALT00010032015	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398934	ENSGALT00010031999	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398934	ENSGALT00010032002	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398934	ENSGALT00010032005	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398934	ENSGALT00010032009	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398934	ENSGALT00010032012	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000398934	ENSGALT00010032015	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000613499	ENSGALT00010031999	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000613499	ENSGALT00010032002	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000613499	ENSGALT00010032005	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000613499	ENSGALT00010032009	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000613499	ENSGALT00010032012	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000613499	ENSGALT00010032015	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000612702	ENSGALT00010031999	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000612702	ENSGALT00010032002	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000612702	ENSGALT00010032005	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000612702	ENSGALT00010032009	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000612702	ENSGALT00010032012	hsa0000280250-gge0000021051|0.78
ENSG00000157551	ENSGALG00010013304	ENST00000612702	ENSGALT00010032015	hsa0000280250-gge0000021051|0.78
ENSG00000102531	ENSGALG00010003986	ENST00000492622	ENSGALT00010009251	hsa0000188600-gge0000005884|0.75;hsa0000188601-gge0000005886|0.93;hsa0000188603-gge0000005889|0.96;hsa0000188604-gge0000005890|0.79;hsa0000188605-gge0000005891|0.76;hsa0000188606-gge0000005892|0.86;hsa0000188607-gge0000005893|0.7;hsa0000188609-gge0000005894|0.82;hsa0000188610-gge0000005895|0.77;hsa0000188611-gge0000005896|0.81;hsa0000188612-gge0000005897|0.78;hsa0000188613-gge0000005898|0.82;hsa0000188614-gge0000005899|0.83;hsa0000188615-gge0000005900|0.78;hsa0000188616-gge0000005901|0.81;hsa0000188617-gge0000005902|0.79;hsa0000188619-gge0000005903|0.8;hsa0000188621-gge0000005904|0.8;hsa0000188622-gge0000005905|0.84;hsa0000188623-gge0000005906|0.81;hsa0000188624-gge0000005907|0.77;hsa0000188626-gge0000005908|0.81;hsa0000188629-gge0000005909|0.9;hsa0000188630-gge0000005910|0.8;hsa0000188631-gge0000005911|0.83
ENSG00000102531	ENSGALG00010003986	ENST00000398316	ENSGALT00010009235	hsa0000188602-gge0000005888|0.86;hsa0000188603-gge0000005889|0.96;hsa0000188604-gge0000005890|0.79;hsa0000188605-gge0000005891|0.76;hsa0000188606-gge0000005892|0.86;hsa0000188607-gge0000005893|0.7;hsa0000188609-gge0000005894|0.82;hsa0000188610-gge0000005895|0.77;hsa0000188611-gge0000005896|0.81;hsa0000188612-gge0000005897|0.78;hsa0000188613-gge0000005898|0.82;hsa0000188614-gge0000005899|0.83;hsa0000188615-gge0000005900|0.78;hsa0000188616-gge0000005901|0.81;hsa0000188617-gge0000005902|0.79;hsa0000188619-gge0000005903|0.8;hsa0000188621-gge0000005904|0.8;hsa0000188622-gge0000005905|0.84;hsa0000188623-gge0000005906|0.81;hsa0000188624-gge0000005907|0.77;hsa0000188626-gge0000005908|0.81;hsa0000188629-gge0000005909|0.9;hsa0000188630-gge0000005910|0.8;hsa0000188631-gge0000005911|0.83
ENSG00000102531	ENSGALG00010003986	ENST00000541916	ENSGALT00010009251	hsa0000188600-gge0000005884|0.75;hsa0000188601-gge0000005886|0.93;hsa0000188603-gge0000005889|0.96;hsa0000188604-gge0000005890|0.79;hsa0000188605-gge0000005891|0.76;hsa0000188606-gge0000005892|0.86;hsa0000188607-gge0000005893|0.7;hsa0000188609-gge0000005894|0.82;hsa0000188610-gge0000005895|0.77;hsa0000188611-gge0000005896|0.81;hsa0000188612-gge0000005897|0.78;hsa0000188613-gge0000005898|0.82;hsa0000188614-gge0000005899|0.83;hsa0000188615-gge0000005900|0.78;hsa0000188616-gge0000005901|0.81;hsa0000188617-gge0000005902|0.79;hsa0000188619-gge0000005903|0.8;hsa0000188621-gge0000005904|0.8;hsa0000188622-gge0000005905|0.84;hsa0000188623-gge0000005906|0.81;hsa0000188624-gge0000005907|0.77;hsa0000188626-gge0000005908|0.81;hsa0000188629-gge0000005909|0.9;hsa0000188630-gge0000005910|0.8;hsa0000188631-gge0000005911|0.83
ENSG00000156239	ENSGALG00010009831	ENST00000303775	ENSGALT00010023469	hsa0000280284-gge0000013953|0.66;hsa0000280286-gge0000013956|0.76;hsa0000280287-gge0000013957|0.75;hsa0000280288-gge0000013958|0.78;hsa0000280289-gge0000013959|0.71
ENSG00000156239	ENSGALG00010009831	ENST00000460212	ENSGALT00010023469	hsa0000280284-gge0000013953|0.66;hsa0000280286-gge0000013956|0.76;hsa0000280287-gge0000013957|0.75;hsa0000280288-gge0000013958|0.78;hsa0000280289-gge0000013959|0.71
ENSG00000183722	ENSGALG00010002700	ENST00000648377	ENSGALT00010006255	hsa0000188632-gge0000004137|0.79;hsa0000188633-gge0000004138|0.78;hsa0000188634-gge0000004139|0.8
ENSG00000183722	ENSGALG00010002700	ENST00000379589	ENSGALT00010006255	hsa0000188632-gge0000004137|0.79;hsa0000188633-gge0000004138|0.78;hsa0000188634-gge0000004139|0.8
ENSG00000120685	ENSGALG00010002742	ENST00000352251	ENSGALT00010006349	hsa0000188649-gge0000004205|0.91;hsa0000188650-gge0000004206|0.92;hsa0000188651-gge0000004207|0.78;hsa0000188652-gge0000004208|0.8;hsa0000188653-gge0000004209|0.81;hsa0000188654-gge0000004210|0.77;hsa0000188655-gge0000004211|0.81;hsa0000188656-gge0000004212|0.82;hsa0000188657-gge0000004213|0.72;hsa0000188658-gge0000004214|0.76;hsa0000188659-gge0000004215|0.72;hsa0000188660-gge0000004216|0.75;hsa0000188661-gge0000004217|0.8
ENSG00000083535	ENSGALG00010000823	ENST00000326291	ENSGALT00010001825	hsa0000188675-gge0000000310|0.72;hsa0000188676-gge0000000311|0.72;hsa0000188677-gge0000000312|0.77;hsa0000188678-gge0000000313|0.72;hsa0000188679-gge0000000314|0.68;hsa0000188680-gge0000000315|0.75;hsa0000188681-gge0000000316|0.8;hsa0000188682-gge0000000317|0.81;hsa0000188683-gge0000000318|0.77;hsa0000188684-gge0000000319|0.79;hsa0000188685-gge0000000320|0.81;hsa0000188687-gge0000000322|0.9;hsa0000188688-gge0000000323|0.83;hsa0000188689-gge0000000324|0.74;hsa0000188690-gge0000000325|0.79;hsa0000188692-gge0000000326|0.64;hsa0000188693-gge0000000329|0.63
ENSG00000141380	ENSGALG00010005508	ENST00000415083	ENSGALT00010013168	hsa0000244239-gge0000034447|0.81;hsa0000244240-gge0000034448|0.87;hsa0000244247-gge0000034449|0.81;hsa0000244251-gge0000034450|0.92;hsa0000244254-gge0000034451|0.9;hsa0000244255-gge0000034452|0.89;hsa0000244256-gge0000034453|0.99;hsa0000244257-gge0000034454|1.0;hsa0000244258-gge0000034455|0.82;hsa0000244259-gge0000034456|0.89;hsa0000244260-gge0000034457|0.93
ENSG00000141380	ENSGALG00010005508	ENST00000269137	ENSGALT00010013172	hsa0000244239-gge0000034447|0.81;hsa0000244240-gge0000034448|0.87;hsa0000244247-gge0000034449|0.81;hsa0000244251-gge0000034450|0.92;hsa0000244254-gge0000034451|0.9;hsa0000244255-gge0000034452|0.89;hsa0000244256-gge0000034453|0.99;hsa0000244258-gge0000034455|0.82;hsa0000244259-gge0000034456|0.89;hsa0000244260-gge0000034457|0.93
